,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
416,Gabriel Paulista\b7ca5c51,br BRA,DF,Valencia,31-077,1990,11.3,12,5,9,3,0,3,6,50.0,3,55,19,34.5,35,19,1,11,7,0,4,39,51,70,1,Matches
417,Alfonso Pedraza\63f04c6c,es ESP,DF,Villarreal,25-308,1996,10.0,22,13,12,7,3,3,19,15.8,16,144,44,30.6,52,56,36,13,0,0,13,29,51,16,0,Matches
418,Pedri\0d9b2d31,es ESP,MF,Barcelona,19-078,2002,3.4,4,4,1,3,0,2,9,22.2,7,67,20,29.9,16,35,16,6,0,0,6,3,7,2,0,Matches
419,Pedrosa\112521d1,es ESP,DF,Espanyol,23-274,1998,20.5,40,25,26,12,2,14,30,46.7,16,215,61,28.4,118,60,37,33,7,0,26,40,80,62,0,Matches
420,Facundo Pellistri\ac7e7b1c,uy URU,MFFW,Alavés,20-053,2001,6.6,7,5,3,3,1,2,8,25.0,6,118,24,20.3,39,41,38,18,3,0,15,7,14,4,0,Matches
421,Rubén Peña\1f079188,es ESP,MFFW,Villarreal,30-208,1991,1.4,3,2,2,1,0,0,1,0.0,1,35,13,37.1,14,12,9,3,0,0,3,5,8,2,0,Matches
422,Alberto Perea\5496cc91,es ESP,MF,Cádiz,31-054,1990,8.1,14,10,6,4,4,4,15,26.7,11,146,55,37.7,49,60,37,11,1,0,10,17,31,5,1,Matches
423,Victor Perea\b7de5bad,es ESP,DF,Espanyol,21-316,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Iñigo Pérez\bc61cc65,es ESP,MF,Osasuna,34-024,1988,2.0,0,0,0,0,0,0,2,0.0,2,23,6,26.1,7,10,6,2,0,0,2,1,1,3,0,Matches
425,Juan Pérez\8f29e08b,es ESP,GK,Osasuna,25-211,1996,1.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
426,Lucas Pérez\a300ac7e,es ESP,FW,Cádiz,33-154,1988,1.0,0,0,0,0,0,0,2,0.0,2,13,1,7.7,5,6,2,0,0,0,0,0,0,0,0,Matches
427,Lucas Pérez\a300ac7e,es ESP,FW,Elche,33-154,1988,14.1,2,0,1,1,0,2,9,22.2,7,188,43,22.9,19,106,63,6,1,0,5,5,7,5,0,Matches
428,Njegoš Petrović\0cb29e91,rs SRB,MF,Granada,22-208,1999,0.2,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,1,1,0,0,Matches
429,Alex Petxa\97d08e60,es ESP,DFMF,Athletic Club,25-005,1997,1.0,3,3,1,2,0,2,2,100.0,0,19,8,42.1,5,11,3,1,0,0,1,0,3,0,0,Matches
430,Germán Pezzella\8c725b43,ar ARG,DF,Betis,30-229,1991,11.2,15,10,14,1,0,8,17,47.1,9,83,21,25.3,54,27,2,21,8,0,13,30,45,47,1,Matches
431,Pablo Piatti\48e89655,ar ARG,MFFW,Elche,32-317,1989,2.1,3,1,2,1,0,1,3,33.3,2,33,3,9.1,12,16,5,3,0,0,3,2,5,1,0,Matches
432,Cristiano Piccini\32c0491f,it ITA,DF,Valencia,29-138,1992,3.6,16,11,11,4,1,7,13,53.8,6,74,23,31.1,37,24,13,4,2,0,2,9,25,9,0,Matches
433,Tomás Pina Isla\e54bd0a2,es ESP,MF,Alavés,34-120,1987,10.3,23,17,6,15,2,3,12,25.0,9,196,50,25.5,69,105,22,15,3,0,12,12,35,14,0,Matches
434,Yeremi Pino\540ec57b,es ESP,MFFW,Villarreal,19-114,2002,13.5,22,8,10,6,6,7,22,31.8,15,204,52,25.5,44,75,85,35,3,0,32,15,37,8,0,Matches
435,Gerard Piqué\adfc9123,es ESP,DF,Barcelona,35-009,1987,16.4,12,8,9,3,0,7,9,77.8,2,101,46,45.5,54,45,2,24,11,0,13,23,35,84,0,Matches
436,Pere Pons\29b61deb,es ESP,MF,Alavés,28-356,1993,10.4,17,13,5,10,2,4,13,30.8,9,225,68,30.2,53,112,60,13,1,0,12,5,22,5,1,Matches
437,Portu\1bda5842,es ESP,FWMF,Real Sociedad,29-266,1992,11.5,16,8,4,5,7,6,15,40.0,9,207,54,26.1,49,77,81,18,1,0,17,8,24,6,0,Matches
438,Sergio Postigo\474ecac8,es ESP,DF,Levante,33-099,1988,4.3,5,3,4,0,1,2,5,40.0,3,36,14,38.9,17,16,3,3,1,0,2,8,13,21,0,Matches
439,Darío Poveda\cbdf7d5c,es ESP,FWMF,Getafe,24-335,1997,4.2,4,1,0,3,1,1,7,14.3,6,84,19,22.6,6,40,38,7,1,0,6,3,7,2,0,Matches
440,José Pozo\fc8b614b,es ESP,MF,Rayo Vallecano,25-333,1996,0.8,1,1,0,1,0,1,2,50.0,1,17,4,23.5,3,9,5,2,0,0,2,1,2,0,0,Matches
441,Abdón Prats\d1b060e2,es ESP,FW,Mallorca,29-066,1992,4.4,1,1,0,0,1,0,2,0.0,2,42,15,35.7,0,9,33,3,0,0,3,0,1,4,0,Matches
442,Javi Puado\2683eda7,es ESP,MFFW,Espanyol,23-262,1998,11.9,17,12,9,8,0,6,14,42.9,8,150,51,34.0,48,55,47,8,1,1,7,14,31,5,0,Matches
443,Pubill\365113c0,es ESP,DF,Levante,18-236,2003,2.8,6,4,4,2,0,1,3,33.3,2,38,10,26.3,14,14,10,5,1,0,4,4,10,1,0,Matches
444,Antonio Puertas\c77a8043,es ESP,MFFW,Granada,29-355,1992,14.4,16,8,7,8,1,9,24,37.5,15,222,63,28.4,62,94,66,25,3,0,22,7,23,11,0,Matches
445,Riqui Puig\f090a37a,es ESP,MF,Barcelona,22-182,1999,3.4,3,2,1,2,0,0,4,0.0,4,61,12,19.7,6,37,18,1,0,0,1,3,6,0,0,Matches
446,Yacine Qasmi\3b3cbebb,ma MAR,MF,Rayo Vallecano,31-039,1991,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
447,Quini\7a538238,es ESP,DF,Granada,32-140,1989,14.9,45,29,25,17,3,22,47,46.8,25,239,78,32.6,129,93,17,32,7,0,25,27,72,42,0,Matches
448,Dani Raba\ea6a7ab4,es ESP,MF,Granada,26-105,1995,0.2,1,0,0,0,1,1,1,100.0,0,3,0,0.0,0,1,2,1,0,0,1,2,3,0,0,Matches
449,Dani Raba\ea6a7ab4,es ESP,MFFW,Villarreal,26-105,1995,1.0,1,1,0,1,0,0,1,0.0,1,14,3,21.4,4,5,5,1,0,0,1,2,3,2,0,Matches
450,Uroš Račić\faed84db,rs SRB,MF,Valencia,23-331,1998,6.3,13,11,4,9,0,6,18,33.3,12,145,39,26.9,42,88,15,14,3,0,11,12,25,11,0,Matches
451,Nemanja Radoja\b5dd3469,rs SRB,MF,Levante,29-005,1993,7.2,11,7,4,5,2,3,5,60.0,2,110,31,28.2,34,67,9,15,7,0,8,15,26,14,1,Matches
452,Rafinha\0c2ac3cb,br BRA,MF,Real Sociedad,28-364,1993,2.4,9,5,4,3,2,4,5,80.0,1,46,16,34.8,17,17,12,1,0,0,1,3,12,2,0,Matches
453,Antonio Raillo\b857bd29,es ESP,DF,Mallorca,30-126,1991,2.0,2,1,2,0,0,0,0,,0,19,7,36.8,12,7,0,1,0,0,1,3,5,8,0,Matches
454,Ivan Rakitić\89f951b5,hr CRO,MF,Sevilla,33-338,1988,13.5,22,14,6,14,2,9,22,40.9,13,173,55,31.8,40,86,47,23,6,0,17,12,34,20,0,Matches
455,Jonás Ramalho\be3a0121,es ESP,DF,Osasuna,28-246,1993,1.0,2,2,1,1,0,2,3,66.7,1,12,5,41.7,3,7,2,4,1,0,3,6,8,4,0,Matches
456,Sandro Ramírez\833fb62e,es ESP,FW,Getafe,26-217,1995,11.0,4,3,1,2,1,0,3,0.0,3,168,34,20.2,16,74,78,12,3,0,9,5,9,0,0,Matches
457,Lluís Recasens\c31ea173,es ESP,DF,Espanyol,20-073,2001,0.5,2,1,2,0,0,0,1,0.0,1,6,2,33.3,5,1,0,0,0,0,0,1,3,3,0,Matches
458,Manolo Reina\605eb473,es ESP,GK,Mallorca,36-316,1985,18.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
459,Karim Rekik\3376a776,nl NED,DF,Sevilla,27-071,1994,9.6,19,13,9,9,1,6,11,54.5,5,98,42,42.9,44,42,12,13,6,0,7,12,31,28,0,Matches
460,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,26-324,1995,19.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,1,2,Matches
461,Nico Ribaudo\ce8039aa,es ESP,MFFW,Espanyol,20-306,2001,8.6,14,11,8,5,1,5,19,26.3,14,129,35,27.1,55,49,25,9,2,0,7,5,19,6,0,Matches
462,Diego Rico\d9ba39fc,es ESP,DF,Real Sociedad,28-353,1993,7.5,24,16,14,8,2,7,16,43.8,9,109,47,43.1,51,41,17,23,3,0,20,21,45,18,0,Matches
463,Sergio Rico\5f0241b2,es ESP,GK,Mallorca,28-163,1993,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Luis Rioja\eb3dd471,es ESP,MFFW,Alavés,28-118,1993,21.5,18,10,7,7,4,3,36,8.3,33,256,57,22.3,68,110,78,27,1,0,26,29,47,16,0,Matches
465,Rober\c00097d2,es ESP,DF,Levante,26-360,1995,7.9,10,5,7,2,1,5,9,55.6,4,71,24,33.8,43,24,4,12,6,0,6,15,25,38,1,Matches
466,Sergi Roberto\335fa267,es ESP,MFDF,Barcelona,30-004,1992,4.4,10,6,4,3,3,2,5,40.0,3,41,11,26.8,9,20,12,3,0,0,3,2,12,4,0,Matches
467,Rubén Rochina\ecd8c01e,es ESP,MFFW,Granada,30-325,1991,7.6,24,12,8,11,5,8,27,29.6,19,154,37,24.0,38,82,34,11,1,0,10,11,35,4,0,Matches
468,Enzo Roco\37f827ec,cl CHI,DF,Elche,29-179,1992,15.6,19,9,12,6,1,5,18,27.8,13,142,41,28.9,90,47,5,37,22,1,15,29,48,79,4,Matches
469,Rodrigo\85bed4ee,es ESP,FW,Betis,21-271,2000,7.7,9,7,5,3,1,1,9,11.1,8,100,28,28.0,31,45,24,14,0,0,14,3,12,2,0,Matches
470,Kévin Rodrigues\f1bed920,pt POR,DFFW,Rayo Vallecano,27-343,1994,2.2,8,5,3,4,1,3,7,42.9,4,44,19,43.2,18,19,7,4,0,0,4,5,13,1,0,Matches
471,Óscar Rodríguez Arnaiz\19709006,es ESP,FWMF,Sevilla,23-228,1998,4.6,10,9,2,4,4,2,4,50.0,2,61,17,27.9,10,37,14,5,0,0,5,9,19,5,0,Matches
472,Óscar Rodríguez Arnaiz\19709006,es ESP,FWDF,Getafe,23-228,1998,1.3,1,1,0,1,0,0,1,0.0,1,23,2,8.7,4,11,8,1,0,0,1,3,4,1,0,Matches
473,Ángel Rodríguez\8cfc2f69,es ESP,FW,Mallorca,34-291,1987,9.3,13,5,5,6,2,1,6,16.7,5,147,27,18.4,12,81,54,7,1,0,6,2,15,9,0,Matches
474,Dani Rodríguez\70f8e0bd,es ESP,FWMF,Mallorca,33-250,1988,19.6,31,24,14,13,4,8,26,30.8,18,369,98,26.6,66,206,97,16,2,0,14,18,49,7,0,Matches
475,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,27-305,1994,15.9,51,34,25,24,2,25,57,43.9,32,363,101,27.8,129,203,31,35,6,0,29,32,83,35,0,Matches
476,Rodrygo\8f5e92a6,br BRA,FW,Real Madrid,21-033,2001,6.7,9,7,5,2,2,1,7,14.3,6,132,33,25.0,28,57,47,11,0,0,11,11,20,1,0,Matches
477,Leonardo Román\924ff27e,es ESP,GK,Mallorca,21-220,2000,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Iván Romero\2fbe6af0,es ESP,FW,Sevilla,20-307,2001,1.9,1,1,0,1,0,0,0,,0,51,14,27.5,2,18,31,2,0,0,2,3,4,0,0,Matches
479,Rubén\35d4f151,es ESP,DF,Espanyol,21-007,2001,0.2,1,0,0,1,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,1,4,0,Matches
480,Aitor Ruibal\a55d8df5,es ESP,FWDF,Betis,25-326,1996,5.7,21,12,11,5,5,6,23,26.1,17,133,35,26.3,47,54,32,7,0,0,7,5,26,1,0,Matches
481,Isma Ruiz\6e36226f,es ESP,MF,Granada,20-362,2001,2.0,3,1,3,0,0,3,5,60.0,2,59,19,32.2,32,24,3,7,3,0,4,4,7,3,0,Matches
482,Víctor Ruiz\b3dc6eca,es ESP,DF,Betis,33-017,1989,11.1,9,5,5,3,1,3,5,60.0,2,65,28,43.1,33,27,5,22,9,0,13,28,37,46,2,Matches
483,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,29-267,1992,21.0,0,0,0,0,0,0,3,0.0,3,4,0,0.0,4,0,0,0,0,0,0,0,0,0,3,Matches
484,Franco Russo\b75ac54b,ar ARG,DF,Mallorca,27-109,1994,14.4,19,12,11,7,1,4,14,28.6,10,105,36,34.3,58,42,5,26,12,0,14,33,52,63,2,Matches
485,Mathew Ryan\4535e4bb,au AUS,GK,Real Sociedad,29-309,1992,3.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,Matches
486,Youssouf Sabaly\fbbb9269,sn SEN,DF,Betis,28-343,1993,1.0,1,0,1,0,0,0,0,,0,7,1,14.3,4,2,1,4,0,0,4,4,5,0,0,Matches
487,Salvi\405f267a,es ESP,MFFW,Cádiz,30-318,1991,13.8,16,9,6,8,2,3,16,18.8,13,218,48,22.0,50,109,59,21,2,0,19,6,22,20,0,Matches
488,Fede San Emeterio\efecd633,es ESP,MF,Cádiz,24-332,1997,2.0,3,2,2,1,0,1,2,50.0,1,46,14,30.4,19,25,2,0,0,0,0,3,6,2,0,Matches
489,Oihan Sancet\bdb624a3,es ESP,FW,Athletic Club,21-292,2000,10.1,15,9,3,8,4,3,5,60.0,2,185,50,27.0,17,80,88,6,0,0,6,3,18,10,0,Matches
490,Antonio Sánchez\a254bbe0,es ESP,FWMF,Mallorca,25-041,1997,7.6,21,12,7,8,6,8,20,40.0,12,162,37,22.8,41,79,42,20,1,0,19,13,34,8,1,Matches
491,Germán Sánchez\ea9b2ef9,es ESP,DF,Granada,35-103,1986,15.4,19,9,13,6,0,9,17,52.9,8,93,37,39.8,50,42,1,19,9,0,10,29,48,102,0,Matches
492,Juan Sánchez\ff4f78e1,es ESP,MF,Sevilla,18-180,2003,0.1,1,1,1,0,0,0,1,0.0,1,5,1,20.0,4,0,1,1,0,0,1,0,1,0,0,Matches
493,Manuel Sánchez\ffacd3d5,es ESP,DF,Osasuna,21-171,2000,15.1,46,25,23,16,7,28,51,54.9,23,321,95,29.6,114,139,68,27,2,0,25,21,67,25,0,Matches
494,Oier Sanjurjo\466824fb,es ESP,MF,Osasuna,35-262,1986,5.3,9,7,3,5,1,2,12,16.7,10,97,28,28.9,25,58,14,8,4,0,4,2,11,7,0,Matches
495,Sergio Santos\cf59e05f,es ESP,DF,Real Madrid,21-039,2001,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,Matches
496,Alvaro Sanz\eaefa2d0,es ESP,MFFW,Barcelona,20-362,2001,0.3,0,0,0,0,0,0,0,,0,8,2,25.0,2,5,1,0,0,0,0,1,1,0,0,Matches
497,Joan Sastre Vanrell\f9acf8bf,es ESP,DF,Mallorca,24-287,1997,2.9,6,4,4,1,1,1,4,25.0,3,30,13,43.3,17,11,2,1,0,0,1,7,13,14,0,Matches
498,Esteban Saveljich\79f2a5f5,me MNE,DF,Rayo Vallecano,30-267,1991,17.2,17,11,10,7,0,6,11,54.5,5,119,44,37.0,58,59,2,27,12,0,15,21,38,89,0,Matches
499,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,31-034,1991,13.1,22,9,15,5,2,13,22,59.1,9,110,38,34.5,56,41,13,13,3,0,10,16,38,47,1,Matches
500,Valentino Scotta\98529579,es ESP,DF,Sevilla,20-185,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
501,Aleksandar Sedlar\a35134ae,rs SRB,DFMF,Mallorca,30-060,1991,4.3,3,2,3,0,0,1,3,33.3,2,33,9,27.3,18,15,0,6,5,0,1,6,9,19,0,Matches
502,Javier Serrano\0a8fd9cb,es ESP,MF,Atlético Madrid,19-026,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
503,Nicolás Serrano\2ad0e5e5,es ESP,MFFW,Athletic Club,18-343,2003,2.2,6,5,2,3,1,2,6,33.3,4,55,16,29.1,12,24,19,7,1,0,6,5,11,0,0,Matches
504,Salva Sevilla\75bd85ea,es ESP,MF,Mallorca,37-330,1984,7.2,7,6,1,6,0,1,3,33.3,2,79,26,32.9,33,34,12,8,4,0,4,8,15,9,0,Matches
505,David Silva\e2716bd0,es ESP,MF,Real Sociedad,36-034,1986,9.1,14,11,9,5,0,2,8,25.0,6,127,43,33.9,35,58,34,8,1,0,7,5,19,2,0,Matches
506,Jonathan Silva\f2308b33,ar ARG,DFMF,Getafe,27-227,1994,2.4,8,2,4,2,2,2,8,25.0,6,58,14,24.1,16,26,16,8,0,0,8,3,11,7,0,Matches
507,Rui Silva\ea83bfa6,pt POR,GK,Betis,28-004,1994,14.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
508,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,24-245,1997,19.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
509,Antonio Sivera\9970da54,es ESP,GK,Alavés,25-184,1996,2.1,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
510,Rubén Sobrino\19b776e9,es ESP,FWMF,Cádiz,29-255,1992,13.4,19,13,10,7,2,1,16,6.3,15,279,62,22.2,57,146,76,16,1,0,15,9,28,13,0,Matches
511,Rubén Sobrino\19b776e9,es ESP,MF,Valencia,29-255,1992,0.2,1,0,1,0,0,0,0,,0,8,0,0.0,4,3,1,1,0,0,1,0,1,1,0,Matches
512,Augusto Solari\3ca6106c,ar ARG,MFDF,Celta Vigo,30-039,1992,4.6,18,14,6,8,4,7,16,43.8,9,141,44,31.2,48,64,29,11,4,0,7,10,28,10,0,Matches
513,Roberto Soldado\9d66fbe3,es ESP,FW,Levante,36-260,1985,6.3,5,2,0,2,3,2,4,50.0,2,69,19,27.5,1,23,45,5,0,0,5,3,8,6,0,Matches
514,Carlos Soler\fed17f5a,es ESP,MF,Valencia,25-040,1997,14.4,19,12,8,8,3,6,22,27.3,16,237,67,28.3,54,127,56,14,3,0,11,8,27,12,0,Matches
515,Son\037dbd30,es ESP,DF,Levante,27-318,1994,8.3,14,7,9,5,0,7,14,50.0,7,72,25,34.7,39,17,16,9,3,0,6,16,30,16,0,Matches
516,David Soria\8f8c6934,es ESP,GK,Getafe,28-313,1993,22.9,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
517,Alberto Soro\452c3055,es ESP,MFFW,Granada,22-339,1999,5.8,15,11,4,7,4,3,6,50.0,3,121,46,38.0,39,56,26,18,2,1,16,5,20,4,0,Matches
518,Hugo Sotelo\3aa74860,es ESP,MF,Celta Vigo,18-054,2003,0.0,0,0,0,0,0,0,0,,0,3,2,66.7,0,3,0,0,0,0,0,0,0,0,0,Matches
519,Damián Suárez\ba5004e1,uy URU,DFMF,Getafe,33-290,1988,19.3,59,39,32,20,7,33,74,44.6,41,369,122,33.1,134,170,65,36,3,0,33,41,100,25,0,Matches
520,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,28-036,1994,18.0,39,19,12,21,6,12,40,30.0,28,360,100,27.8,93,192,75,24,2,0,22,15,54,10,0,Matches
521,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,35-018,1987,14.5,7,4,1,3,3,3,6,50.0,3,95,26,27.4,5,34,56,5,1,0,4,2,9,8,0,Matches
522,Mario Suárez\7106f0a0,es ESP,DFMF,Rayo Vallecano,34-352,1987,1.0,0,0,0,0,0,0,1,0.0,1,12,1,8.3,7,5,0,1,1,0,0,0,0,6,0,Matches
523,Suso\4e219ad2,es ESP,FW,Sevilla,28-084,1993,4.3,5,2,1,4,0,2,7,28.6,5,45,13,28.9,9,28,8,6,0,0,6,1,6,0,0,Matches
524,Mamadou Sylla\e5ec95f8,sn SEN,FW,Rayo Vallecano,27-328,1994,0.7,0,0,0,0,0,0,1,0.0,1,20,5,25.0,0,6,14,0,0,0,0,2,2,3,0,Matches
525,Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,27-328,1994,4.4,4,3,0,2,2,2,3,66.7,1,90,25,27.8,5,51,34,0,0,0,0,1,5,4,0,Matches
526,Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,26-068,1995,7.6,13,9,3,4,6,3,9,33.3,6,124,28,22.6,18,50,56,4,1,0,3,3,16,3,0,Matches
527,Tachi\8b625720,es ESP,DF,Alavés,24-154,1997,2.7,5,3,3,2,0,5,9,55.6,4,28,11,39.3,14,12,2,5,3,0,2,5,10,15,0,Matches
528,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,26-198,1995,12.4,46,36,14,29,3,8,34,23.5,26,262,89,34.0,93,144,25,31,4,0,27,27,73,24,1,Matches
529,Cristian Tello\72a99e38,es ESP,FWMF,Betis,30-184,1991,5.1,7,4,2,3,2,5,17,29.4,12,90,18,20.0,24,48,18,8,0,0,8,3,10,2,0,Matches
530,Nahuel Tenaglia\66654daa,ar ARG,DF,Alavés,25-355,1996,0.4,0,0,0,0,0,0,1,0.0,1,6,3,50.0,1,3,2,0,0,0,0,1,1,3,1,Matches
531,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,29-287,1992,20.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,2,Matches
532,David Timor\174651c8,es ESP,MF,Getafe,32-117,1989,3.8,1,0,0,1,0,1,3,33.3,2,37,5,13.5,8,22,7,5,3,0,2,4,5,7,1,Matches
533,Raúl de Tomás\02ef8778,es ESP,FW,Espanyol,27-117,1994,20.5,11,5,3,6,2,3,8,37.5,5,184,35,19.0,25,97,62,15,3,0,12,6,17,22,0,Matches
534,Raúl Torrente\4d753a3f,es ESP,DF,Granada,20-347,2001,9.9,21,10,16,5,0,6,14,42.9,8,110,35,31.8,78,32,0,14,9,0,5,13,34,51,0,Matches
535,Ferrán Torres\9e1035f8,es ESP,FWMF,Barcelona,21-347,2000,2.0,1,0,1,0,0,0,0,,0,11,2,18.2,2,5,4,2,0,0,2,0,1,1,0,Matches
536,Óliver Torres\58a9a4d9,es ESP,MFFW,Sevilla,27-093,1994,6.5,10,5,1,8,1,0,10,0.0,10,142,36,25.4,26,85,31,7,1,0,6,5,15,4,0,Matches
537,Pau Torres\532e1e4f,es ESP,DF,Villarreal,25-026,1997,20.0,15,8,10,4,1,7,13,53.8,6,113,37,32.7,53,56,4,25,15,0,10,32,47,66,1,Matches
538,Roberto Torres\d733aa38,es ESP,MFFW,Osasuna,32-341,1989,6.2,2,2,0,1,1,1,6,16.7,5,63,13,20.6,13,32,18,8,0,0,8,8,10,5,0,Matches
539,Lucas Torró\0e4fef6e,es ESP,MF,Osasuna,27-207,1994,18.9,60,39,21,33,6,28,46,60.9,18,320,102,31.9,96,175,49,34,4,0,30,51,111,51,0,Matches
540,Adama Traoré\9a28eba4,es ESP,FW,Barcelona,26-017,1996,0.7,0,0,0,0,0,0,2,0.0,2,7,2,28.6,0,3,4,1,0,0,1,2,2,0,0,Matches
541,Óscar Trejo\fc647b34,ar ARG,MF,Rayo Vallecano,33-291,1988,14.5,26,18,10,10,6,9,26,34.6,17,349,80,22.9,66,169,114,21,0,0,21,8,34,9,0,Matches
542,Manu Trigueros\963829d0,es ESP,MFFW,Villarreal,30-117,1991,14.8,29,14,10,14,5,16,44,36.4,28,323,70,21.7,76,167,80,19,0,0,19,8,37,10,0,Matches
543,Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,31-145,1990,10.8,26,13,14,8,4,10,22,45.5,12,134,36,26.9,54,53,27,18,1,0,17,12,38,15,1,Matches
544,Beñat Turrientes\068f4dec,es ESP,MF,Real Sociedad,20-011,2002,2.3,2,1,0,1,1,0,5,0.0,5,38,13,34.2,8,19,11,2,0,0,2,2,4,4,0,Matches
545,Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,28-089,1993,1.0,2,2,1,1,0,2,3,66.7,1,7,5,71.4,4,3,0,2,1,0,1,1,3,2,0,Matches
546,Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,24-277,1997,16.7,23,13,3,8,12,5,22,22.7,17,414,102,24.6,31,203,180,18,4,0,14,4,27,16,0,Matches
547,Myrto Uzuni\01da7812,al ALB,MF,Granada,26-256,1995,0.9,2,0,2,0,0,0,0,,0,16,2,12.5,9,5,2,3,1,0,2,1,3,0,0,Matches
548,Álvaro Vadillo\61b62b33,es ESP,MFDF,Espanyol,27-152,1994,0.1,1,0,1,0,0,0,1,0.0,1,6,0,0.0,5,0,1,1,0,0,1,0,1,1,0,Matches
549,Óscar Valentín\592f3158,es ESP,MF,Rayo Vallecano,27-175,1994,14.5,61,35,28,30,3,26,68,38.2,42,418,146,34.9,154,240,24,31,10,1,21,44,105,21,0,Matches
550,Germán Valera\84f55b4a,es ESP,FWMF,Real Sociedad,19-332,2002,0.6,3,1,2,1,0,1,1,100.0,0,14,5,35.7,6,4,4,1,0,0,1,0,3,1,0,Matches
551,Martin Valjent\f2c6ac01,sk SVK,DF,Mallorca,26-062,1995,20.3,14,7,9,5,0,5,14,35.7,9,107,36,33.6,60,44,3,43,20,1,23,28,42,89,1,Matches
552,Jesús Vallejo\c2111b45,es ESP,DF,Real Madrid,25-037,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,0,1,0,Matches
553,Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,24-362,1997,1.1,3,2,1,1,1,0,1,0.0,1,33,9,27.3,7,15,11,1,0,0,1,0,3,1,0,Matches
554,Manu Vallejo\0bc4e720,es ESP,FW,Alavés,24-362,1997,0.4,0,0,0,0,0,0,0,,0,8,3,37.5,0,1,7,1,0,0,1,0,0,0,0,Matches
555,Federico Valverde\0959c2a2,uy URU,MFDF,Real Madrid,23-204,1998,11.0,19,10,3,11,5,2,14,14.3,12,166,54,32.5,50,77,39,15,3,0,12,17,36,7,0,Matches
556,José Luis García Vayá\27dc1378,es ESP,MF,Levante,23-184,1998,8.4,17,12,7,6,4,5,11,45.5,6,167,39,23.4,58,88,21,13,1,0,12,12,29,9,0,Matches
557,Jesus Vazquez\106c142c,es ESP,DFMF,Valencia,19-040,2003,1.8,5,3,3,1,1,2,4,50.0,2,35,14,40.0,13,16,6,1,0,0,1,3,8,2,0,Matches
