,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
404,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,20-137,2001,1.1,46,2,12,24,12,2,46,1,1,100.0,1,0,26,157,88,6,2,0,3,0,38,28,73.7,6,Matches
405,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,20-308,2001,4.1,250,5,42,179,57,3,250,8,19,42.1,10,0,187,1031,535,32,10,0,7,10,190,172,90.5,12,Matches
406,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,24-076,1997,12.2,725,96,391,351,23,9,705,4,4,100.0,4,0,438,2114,1196,29,2,0,5,2,475,467,98.3,1,Matches
407,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,27-135,1994,17.0,688,14,66,395,262,85,680,5,11,45.5,7,0,319,1690,782,40,11,5,59,35,928,550,59.3,102,Matches
408,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,25-183,1996,10.0,512,28,148,280,111,11,502,5,8,62.5,5,0,341,1167,537,18,8,1,8,13,394,328,83.2,10,Matches
409,Marshall Munetsi\2acf0cd7,zw ZIM,MF,Reims,25-234,1996,9.2,398,29,108,226,73,19,397,1,4,25.0,2,0,201,801,368,12,3,1,10,14,255,206,80.8,16,Matches
410,Kévin N'Doram\e50623a0,fr FRA,MFDF,Metz,26-020,1996,7.4,310,19,95,196,37,5,303,2,4,50.0,2,0,180,933,540,18,2,0,5,4,210,193,91.9,4,Matches
411,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,28-218,1993,20.7,1473,46,493,702,388,16,1257,30,47,63.8,33,2,965,4973,2837,98,36,1,17,35,968,910,94.0,42,Matches
412,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,22-344,1999,14.9,772,105,417,375,29,4,758,8,11,72.7,8,0,452,2266,1265,37,10,0,2,4,440,422,95.9,0,Matches
413,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,27-269,1994,22.0,588,510,587,3,0,0,351,1,1,100.0,1,0,218,913,533,0,0,0,0,0,181,180,99.4,0,Matches
414,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,35-058,1986,12.7,374,345,374,2,0,0,272,0,0,,0,0,155,641,298,0,0,0,0,0,151,151,100.0,0,Matches
415,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,22-037,2000,5.5,299,12,83,159,86,4,252,11,21,52.4,15,2,195,1329,787,40,15,2,12,6,218,179,82.1,9,Matches
416,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,25-045,1996,0.5,54,0,9,35,14,1,52,2,2,100.0,2,0,40,204,105,6,1,0,1,1,46,43,93.5,1,Matches
417,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,21-109,2000,2.3,83,1,4,35,48,14,82,6,8,75.0,6,0,69,327,182,6,3,0,10,5,89,65,73.0,20,Matches
418,Neymar\69384e5d,br BRA,FWMF,Paris S-G,30-006,1992,9.2,756,4,52,354,422,54,719,41,77,53.2,45,5,639,3283,1840,114,42,14,25,28,724,623,86.0,105,Matches
419,Yvan Neyou\0ad37003,cm CMR,MF,Saint-Étienne,25-039,1997,9.9,590,24,174,381,73,1,579,5,8,62.5,6,0,392,1711,733,24,7,0,5,12,409,389,95.1,13,Matches
420,Opa Nguette\75a63397,sn SEN,FWMF,Metz,27-218,1994,9.0,349,16,61,169,147,23,342,17,44,38.6,21,3,263,1392,865,37,9,10,35,29,383,243,63.4,56,Matches
421,Sikou Niakaté\8eef18aa,fr FRA,DF,Metz,22-216,1999,4.2,191,31,107,86,8,4,185,2,2,100.0,2,1,91,380,202,4,1,0,2,1,97,93,95.9,0,Matches
422,Ibrahima Niane\46faabfa,sn SEN,FW,Metz,22-337,1999,15.0,538,13,40,282,240,61,502,9,18,50.0,9,0,292,1081,413,28,11,6,53,21,794,399,50.3,105,Matches
423,M'Baye Niang\2054d037,sn SEN,FW,Bordeaux,27-054,1994,2.7,91,2,6,38,51,19,82,2,4,50.0,2,0,56,183,85,4,2,0,6,9,132,66,50.0,20,Matches
424,Cheikh Niasse\ff20acfe,sn SEN,MFFW,Lille,22-023,2000,0.5,37,6,14,22,2,0,37,0,1,0.0,0,0,17,75,27,1,0,0,0,2,16,13,81.3,0,Matches
425,Casimir Ninga\91f2da4c,td CHA,FW,Angers,28-270,1993,3.2,115,0,7,68,56,14,112,7,10,70.0,7,0,91,513,311,12,6,2,13,19,175,73,41.7,25,Matches
426,Arnaud Nordin\7b9a9e25,fr FRA,MFFW,Saint-Étienne,23-239,1998,12.0,581,5,81,272,291,54,542,19,40,47.5,22,0,409,2666,1646,84,32,18,32,25,532,398,74.8,67,Matches
427,Alexander Nübel\afb0c500,de GER,GK,Monaco,25-134,1996,23.0,721,636,717,7,0,0,526,0,0,,0,0,317,1471,840,0,0,0,1,0,330,329,99.7,0,Matches
428,Gerzino Nyamsi\6043997c,fr FRA,DF,Strasbourg,25-020,1997,18.2,943,161,543,456,29,19,919,2,3,66.7,2,0,602,4499,2682,34,1,0,6,9,624,610,97.8,2,Matches
429,Florent Ogier\6993927b,fr FRA,DF,Clermont Foot,32-327,1989,18.3,1182,170,781,433,23,11,1160,4,4,100.0,4,0,732,3160,1534,23,0,0,3,0,821,809,98.5,2,Matches
430,Warmed Omari\4534a352,fr FRA,DF,Rennes,21-294,2000,16.1,1112,110,516,653,36,14,1091,5,5,100.0,5,0,773,4670,2703,48,7,0,6,9,806,801,99.4,0,Matches
431,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,28-032,1994,17.8,753,661,749,4,0,0,530,0,0,,0,0,329,1482,786,0,0,0,0,0,315,314,99.7,0,Matches
432,Amadou Onana\828657ff,be BEL,MF,Lille,20-179,2001,7.8,428,20,101,286,69,7,427,6,11,54.5,8,1,272,1492,790,26,7,1,7,6,316,299,94.6,13,Matches
433,Jean Onana\b5bb8188,cm CMR,MF,Bordeaux,22-034,2000,9.7,704,22,193,440,112,6,693,9,12,75.0,10,0,458,2259,940,31,8,1,11,11,501,451,90.0,15,Matches
434,Otávio\243f4a0b,br BRA,MF,Bordeaux,27-283,1994,12.7,814,31,238,554,64,2,797,6,9,66.7,7,0,554,2434,1032,31,4,0,5,6,598,575,96.2,8,Matches
435,Dango Ouattara\2f9e4435,bf BFA,FWMF,Lorient,20-000,2002,3.7,188,12,37,76,82,15,185,8,12,66.7,8,0,98,621,312,18,3,3,6,4,166,115,69.3,28,Matches
436,Remi Oudin\ea02beaf,fr FRA,MFFW,Bordeaux,25-085,1996,13.1,577,25,128,272,221,40,549,8,16,50.0,8,1,351,2077,1093,53,19,7,17,11,462,362,78.4,53,Matches
437,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,33-207,1988,18.0,559,495,557,3,0,0,363,0,0,,0,0,212,1362,830,0,0,0,1,0,131,130,99.2,0,Matches
438,Azzedine Ounahi\83299cc0,ma MAR,MF,Angers,21-298,2000,10.6,749,7,139,459,220,19,745,18,40,45.0,22,2,597,3156,1643,71,22,4,22,25,649,582,89.7,47,Matches
439,Ambroise Oyongo\e3e05edf,cm CMR,DF,Montpellier,30-234,1991,0.2,15,0,7,9,0,0,13,1,1,100.0,1,0,10,61,30,3,0,0,1,0,10,9,90.0,0,Matches
440,Vincent Pajot\f86ca403,fr FRA,MF,Metz,31-176,1990,16.6,864,34,234,576,98,5,840,5,10,50.0,6,2,533,2593,936,37,11,1,14,12,579,533,92.1,14,Matches
441,Nicolas Pallois\779847d6,fr FRA,DF,Nantes,34-145,1987,18.3,955,124,493,484,37,9,931,5,8,62.5,6,1,494,2502,1308,26,3,0,5,2,506,489,96.6,2,Matches
442,Erik Palmer-Brown\e5c1e0ca,us USA,DF,Troyes,24-293,1997,4.9,256,42,171,97,1,1,254,0,2,0.0,0,0,160,776,343,6,0,0,0,2,158,155,98.1,0,Matches
443,Emerson Palmieri\e0bc6fdc,it ITA,DF,Lyon,27-192,1994,16.3,1290,62,390,672,311,27,1141,15,27,55.6,16,1,836,4050,2413,87,33,7,12,12,913,867,95.0,43,Matches
444,Lucas Paquetá\9b6f7fd5,br BRA,FWMF,Lyon,24-168,1997,17.1,1152,24,131,612,469,76,1109,45,66,68.2,46,3,787,3099,1631,84,25,12,45,63,1071,855,79.8,154,Matches
445,Rubén Pardo\2306bfde,es ESP,MF,Bordeaux,29-112,1992,0.1,1,0,0,1,0,0,1,0,0,,0,0,1,10,9,1,0,0,0,0,1,1,100.0,0,Matches
446,Leandro Paredes\dff153a4,ar ARG,MF,Paris S-G,27-227,1994,6.2,673,28,191,442,69,0,661,1,2,50.0,1,0,479,2062,941,31,2,0,3,2,569,552,97.0,6,Matches
447,Strahinja Pavlović\25146df0,rs SRB,DF,Monaco,20-263,2001,5.0,471,33,189,288,27,7,464,3,4,75.0,3,0,322,1957,1067,31,9,0,5,1,346,340,98.3,0,Matches
448,Dimitri Payet\58ae47b2,fr FRA,FWMF,Marseille,34-319,1987,19.3,1250,2,63,545,733,54,1084,20,32,62.5,20,3,900,4221,2544,151,52,15,28,33,1134,975,86.0,136,Matches
449,Timothee Pembele\f8ce97ca,fr FRA,DF,Bordeaux,19-155,2002,13.6,755,25,181,377,267,54,606,34,70,48.6,37,6,472,2704,1842,76,22,16,45,30,528,419,79.4,58,Matches
450,Mathias Pereira Lage\8846a40f,pt POR,DF,Angers,25-073,1996,4.4,282,9,84,127,82,14,239,4,9,44.4,6,2,145,707,420,19,5,1,4,6,163,140,85.9,19,Matches
451,Brayann Pereira\5c42e7ce,fr FRA,DF,Lens,18-266,2003,0.1,8,0,0,5,4,1,8,0,0,,0,0,7,17,3,0,0,0,0,0,8,7,87.5,1,Matches
452,Danilo Pereira\8fd9996f,pt POR,MF,Paris S-G,30-155,1991,11.8,996,51,251,690,105,13,988,5,11,45.5,5,0,755,3221,1624,43,10,0,2,8,822,792,96.4,5,Matches
453,Luan Peres Petroni\a5549ec1,br BRA,DF,Marseille,27-207,1994,20.7,1581,92,498,927,286,10,1430,11,13,84.6,11,1,1059,5450,3204,121,45,2,16,8,1106,1079,97.6,13,Matches
454,Lucas Perrin\49070d66,fr FRA,DF,Strasbourg,23-084,1998,16.1,987,70,382,624,66,7,949,1,3,33.3,1,0,655,4031,2564,72,14,0,5,1,689,673,97.7,2,Matches
455,Danijel Petković\b98cea65,me MNE,GK,Angers,28-262,1993,10.0,333,313,332,1,0,0,237,0,0,,0,0,159,806,395,0,0,0,0,0,131,131,100.0,0,Matches
456,Léo Pétrot\00638016,fr FRA,DF,Lorient,24-302,1997,8.4,511,68,294,231,19,3,503,0,1,0.0,0,0,314,1642,786,20,6,0,2,2,345,342,99.1,1,Matches
457,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,33-346,1988,0.3,10,0,1,5,5,1,10,0,0,,0,0,5,13,5,1,0,0,0,2,13,8,61.5,1,Matches
458,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,28-302,1993,0.1,4,1,2,2,0,0,3,0,0,,0,0,1,11,10,0,0,0,0,0,0,0,,0,Matches
459,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,23-243,1998,20.4,1289,81,431,616,331,24,1088,22,37,59.5,24,3,791,3930,2594,107,34,9,10,17,773,723,93.5,26,Matches
460,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,27-179,1994,1.2,36,33,35,2,0,0,29,0,0,,0,0,17,107,36,0,0,0,0,0,15,15,100.0,0,Matches
461,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,23-029,1999,2.0,81,75,81,0,0,0,48,0,0,,0,0,25,147,82,0,0,0,0,0,30,29,96.7,0,Matches
462,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,28-083,1993,14.4,960,32,239,559,212,4,922,5,12,41.7,6,0,621,2843,1238,56,13,0,5,7,684,653,95.5,13,Matches
463,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,31-034,1991,11.9,499,7,59,263,224,30,465,18,39,46.2,20,4,340,1936,1044,47,15,7,37,31,492,328,66.7,56,Matches
464,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,25-361,1996,0.2,14,0,4,3,8,2,14,1,3,33.3,2,0,12,78,60,2,0,1,1,1,15,13,86.7,3,Matches
465,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,28-364,1993,2.4,223,1,18,136,85,4,219,5,9,55.6,5,0,178,915,554,34,12,1,6,3,202,184,91.1,20,Matches
466,Predrag Rajković\58ad9383,rs SRB,GK,Reims,26-103,1995,23.0,774,655,771,3,2,1,549,0,0,,0,0,354,2040,1096,0,0,0,2,0,290,290,100.0,0,Matches
467,Adil Rami\8dbff17c,fr FRA,DF,Troyes,36-046,1985,8.9,405,57,244,161,22,7,392,4,5,80.0,5,0,235,1211,630,11,4,0,1,2,265,256,96.6,0,Matches
468,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,35-318,1986,2.7,308,23,102,194,29,4,305,1,1,100.0,1,0,225,1174,557,18,3,0,1,0,261,257,98.5,0,Matches
469,Elba Rashani\25749008,xk KVX,FW,Clermont Foot,28-278,1993,13.2,578,26,106,275,230,47,571,11,22,50.0,12,0,401,1894,1036,61,18,5,29,36,502,391,77.9,70,Matches
470,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,19-334,2002,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,23,21,1,0,0,0,0,3,2,66.7,0,Matches
471,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,28-163,1993,0.3,11,10,11,0,0,0,9,0,0,,0,0,5,18,8,0,0,0,0,0,4,4,100.0,0,Matches
472,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,28-334,1993,14.4,685,26,137,327,258,48,648,17,33,51.5,17,2,445,1910,1084,44,13,3,27,31,650,478,73.5,82,Matches
473,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,26-103,1995,15.1,960,72,350,468,220,13,802,18,29,62.1,19,1,542,3233,1882,76,21,1,14,15,595,544,91.4,35,Matches
474,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,19-257,2002,0.1,2,0,2,0,0,0,2,0,0,,0,0,1,0,0,0,0,0,0,0,1,1,100.0,0,Matches
475,Patrick Roberts\59d93937,eng ENG,DF,Troyes,25-006,1997,0.2,8,0,1,3,4,1,8,0,0,,0,0,8,22,14,1,0,0,0,1,6,6,100.0,0,Matches
476,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,26-270,1995,14.1,747,141,499,274,20,8,741,6,8,75.0,7,1,431,2067,1116,17,6,0,3,5,450,446,99.1,1,Matches
477,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,26-236,1995,9.4,400,6,35,225,169,30,376,13,32,40.6,16,3,295,1269,710,41,12,3,42,47,432,292,67.6,65,Matches
478,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,27-066,1994,14.0,1286,26,307,821,260,18,1207,16,24,66.7,16,1,907,4560,2487,108,28,5,11,8,1016,964,94.9,39,Matches
479,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,25-035,1997,17.6,1180,40,238,821,173,13,1160,15,20,75.0,15,2,795,3052,1621,78,16,1,9,10,891,852,95.6,20,Matches
480,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,25-063,1996,4.9,259,2,42,151,79,9,253,8,11,72.7,9,1,171,942,517,25,7,3,6,5,212,173,81.6,16,Matches
481,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,19-272,2002,0.8,30,1,4,9,19,2,30,0,2,0.0,0,0,21,97,64,6,0,0,4,3,31,22,71.0,6,Matches
482,Falaye Sacko\6388e356,ml MLI,DF,Saint-Étienne,26-286,1995,1.0,87,3,34,52,6,0,87,0,0,,0,0,69,330,161,7,2,0,0,0,64,64,100.0,0,Matches
483,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,21-333,2000,0.7,54,0,12,18,31,10,53,3,8,37.5,3,0,47,289,227,10,1,4,4,1,54,41,75.9,13,Matches
484,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,26-298,1995,6.0,254,0,13,145,117,31,249,6,9,66.7,6,0,166,993,648,41,12,6,12,7,274,207,75.5,41,Matches
485,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,31-363,1990,18.8,1162,248,704,504,15,4,1129,5,6,83.3,5,0,674,3151,1563,25,2,1,2,6,738,731,99.1,0,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,0.9,26,1,1,14,14,3,23,2,2,100.0,2,0,18,84,39,4,3,1,1,0,27,18,66.7,6,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22.0,2019,184,854,1190,127,29,1963,15,23,65.2,15,4,1531,8300,4869,139,13,3,9,16,1612,1582,98.1,10,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1.0,34,25,32,2,0,0,30,1,1,100.0,1,0,27,117,68,0,0,0,0,0,20,20,100.0,0,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,19.8,1102,117,584,515,98,8,1018,5,8,62.5,5,1,663,4145,2072,55,23,0,8,9,653,631,96.6,3,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,13.7,551,10,78,267,254,62,543,27,65,41.5,34,3,392,1715,1107,54,16,5,50,42,564,385,68.3,110,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,12.3,678,51,200,332,195,10,554,26,46,56.5,27,2,401,2267,1592,80,25,4,18,14,446,382,85.7,35,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,10.4,768,11,148,476,225,17,723,29,39,74.4,30,2,592,3356,2204,80,21,11,20,16,658,578,87.8,29,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,0.8,37,11,26,10,1,0,36,0,0,,0,0,19,101,46,1,0,0,0,0,22,22,100.0,0,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,13.0,779,29,174,488,162,18,770,6,12,50.0,6,1,491,2255,1015,46,12,0,8,10,576,524,91.0,23,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,0.2,23,0,0,9,15,1,23,1,2,50.0,1,0,22,40,20,1,1,0,1,0,26,23,88.5,2,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,0.4,8,0,0,4,4,0,7,0,0,,0,0,0,0,0,0,0,0,2,0,15,5,33.3,2,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,16.9,1301,22,223,741,422,38,1153,54,81,66.7,60,4,861,4089,2145,93,23,9,42,42,985,876,88.9,61,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,2.5,194,5,54,122,30,3,192,3,3,100.0,3,0,123,492,225,7,2,0,0,1,136,132,97.1,4,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,4.7,274,29,141,117,31,5,274,2,3,66.7,3,0,184,795,298,9,4,2,4,4,179,162,90.5,8,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22.0,624,571,620,2,3,3,452,0,0,,0,0,271,1037,574,0,0,0,0,0,261,261,100.0,0,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,7.5,411,4,47,179,213,19,371,7,13,53.8,8,0,293,1201,591,36,7,4,9,14,380,306,80.5,48,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,0.2,7,0,2,3,2,0,7,0,0,,0,0,4,14,10,1,0,0,0,0,4,4,100.0,0,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,0.1,5,0,0,4,1,0,5,0,0,,0,0,5,63,47,2,0,0,0,0,5,5,100.0,0,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,8.2,659,19,174,386,152,9,586,2,5,40.0,2,0,392,2110,1164,41,14,1,5,6,458,431,94.1,20,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,0.9,32,1,4,12,18,5,32,0,1,0.0,1,0,17,104,74,4,2,0,0,0,42,26,61.9,5,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,16.8,1195,40,275,567,426,42,1027,7,26,26.9,8,1,763,3977,2398,131,40,9,16,8,871,765,87.8,75,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,4.5,245,18,87,135,39,1,196,0,1,0.0,0,0,121,588,313,18,5,0,4,4,145,125,86.2,2,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,16.5,763,7,76,266,488,76,667,29,64,45.3,31,1,543,3559,2374,125,36,27,60,40,709,508,71.7,81,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,0.4,23,0,2,8,13,4,23,0,1,0.0,0,0,11,52,32,1,0,0,3,0,17,15,88.2,3,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,4.8,279,5,51,180,67,4,278,4,9,44.4,5,1,200,906,338,16,4,2,10,8,229,205,89.5,17,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,17.1,971,58,301,521,223,50,961,22,31,71.0,22,1,655,3755,2271,89,18,4,27,27,747,647,86.6,71,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,0.5,15,4,11,2,3,0,11,1,1,100.0,1,0,5,18,6,1,0,0,0,1,6,5,83.3,0,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,1.1,75,4,23,39,16,1,73,1,1,100.0,1,0,37,173,72,1,0,0,2,2,44,38,86.4,4,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,6.4,252,5,20,107,139,25,243,1,1,100.0,1,0,124,626,369,17,9,2,15,9,295,201,68.1,53,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,14.6,770,16,75,439,296,70,753,13,23,56.5,13,1,459,2039,1067,58,23,9,38,20,802,611,76.2,118,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,1.6,58,2,4,27,27,17,56,5,7,71.4,5,0,39,150,59,5,0,1,8,3,83,38,45.8,14,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,12.9,723,69,267,321,173,9,605,9,14,64.3,9,0,383,2170,1263,48,22,3,16,8,417,385,92.3,34,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,9.3,603,56,288,317,24,7,585,2,3,66.7,2,0,361,1832,901,24,2,0,4,2,380,374,98.4,0,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,8.7,418,9,50,194,202,28,392,13,23,56.5,14,1,319,1614,791,42,14,6,21,21,383,300,78.3,54,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,11.2,526,4,44,246,294,57,519,50,91,54.9,60,3,486,3006,1876,94,32,17,28,30,512,406,79.3,56,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,0.7,41,4,23,21,2,0,41,0,0,,0,0,26,121,64,2,1,0,0,0,24,24,100.0,0,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,1.3,73,3,21,34,19,2,68,2,4,50.0,2,0,46,135,56,1,1,0,2,1,56,46,82.1,3,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,14.9,979,23,170,572,312,40,965,12,24,50.0,13,1,779,4495,2486,113,32,6,16,24,835,764,91.5,71,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,15.2,1215,47,356,715,222,2,1111,7,12,58.3,8,0,770,3427,1759,44,25,1,5,11,886,836,94.4,21,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,0.0,2,0,0,1,1,0,2,0,0,,0,0,1,0,0,0,0,0,0,0,2,2,100.0,1,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,0.5,25,0,1,10,15,2,24,0,0,,0,0,17,78,34,3,0,0,2,0,27,18,66.7,7,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,2.3,119,6,35,75,18,1,114,1,3,33.3,2,0,81,464,217,7,3,0,3,6,101,87,86.1,6,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,20.2,1602,43,328,1102,268,31,1575,28,34,82.4,28,0,1109,5770,2570,105,21,1,10,34,1191,1123,94.3,25,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,0.5,28,1,9,13,10,0,27,1,3,33.3,1,0,19,129,67,3,2,0,1,1,25,15,60.0,0,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,3.2,136,0,17,68,62,12,131,1,5,20.0,3,0,97,446,142,10,4,2,13,11,157,97,61.8,19,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,17.1,700,11,65,329,351,84,685,18,31,58.1,20,2,485,2335,1357,68,26,16,31,26,736,524,71.2,135,Matches
532,Sada Thioub\f4bc42b1,sn SEN,DFFW,Saint-Étienne,26-255,1995,2.1,123,1,22,71,41,7,110,4,6,66.7,4,0,85,574,354,18,5,2,3,2,94,79,84.0,4,Matches
533,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,26-255,1995,0.0,6,0,2,4,0,0,6,0,0,,0,0,3,6,3,0,0,0,0,1,6,5,83.3,0,Matches
534,Romain Thomas\275e2c51,fr FRA,DF,Angers,33-244,1988,18.3,1289,165,683,634,29,16,1249,3,3,100.0,3,0,841,3765,1876,25,1,0,3,1,930,906,97.4,1,Matches
535,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,28-063,1993,18.1,1186,19,169,588,483,113,1147,29,44,65.9,30,0,777,3324,1475,61,18,10,41,35,1020,825,80.9,121,Matches
536,Thuler\db23d9fc,br BRA,DF,Montpellier,22-338,1999,6.1,267,55,161,110,5,2,262,0,1,0.0,1,0,164,843,458,3,0,0,0,3,172,167,97.1,0,Matches
537,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,20-322,2001,11.5,766,22,158,523,150,13,753,15,22,68.2,17,0,548,3010,1523,65,27,1,11,10,581,541,93.1,19,Matches
538,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,22-344,1999,1.7,63,1,7,25,34,4,61,2,4,50.0,2,0,41,165,82,7,1,0,7,5,63,38,60.3,11,Matches
539,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,22-043,1999,20.7,1614,159,762,899,46,20,1577,3,5,60.0,4,0,1178,6781,3309,102,7,0,7,4,1187,1176,99.1,4,Matches
