,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
396,Arkadiusz Milik\85613cf0,pl POL,FW,Marseille,27-348,1994,8.8,4,32,12,37.5,3.65,1.37,0.13,0.33,11.8,1,0,0,4.4,4.4,0.14,-0.4,-0.4,Matches
397,Terem Moffi\065dc209,ng NGA,FW,Lorient,22-262,1999,19.6,3,40,9,22.5,2.05,0.46,0.05,0.22,14.8,0,1,1,7.9,7.2,0.18,-4.9,-5.2,Matches
398,Dion Moise Sahi\cdc4458b,ci CIV,FWMF,Strasbourg,20-053,2001,1.1,0,5,2,40.0,4.50,1.80,0.00,0.00,11.8,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Matches
399,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,30-084,1991,17.6,5,32,12,37.5,1.82,0.68,0.16,0.42,20.8,7,0,0,3.7,3.7,0.12,+1.3,+1.3,Matches
400,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,31-001,1991,14.3,3,22,7,31.8,1.54,0.49,0.14,0.43,26.1,0,0,0,0.8,0.8,0.04,+2.2,+2.2,Matches
401,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,37-315,1984,3.5,0,1,0,0.0,0.29,0.00,0.00,,8.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
402,Lebo Mothiba\3eaf8817,za RSA,FW,Troyes,26-014,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
403,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,26-014,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
404,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,20-137,2001,1.1,0,1,0,0.0,0.94,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
405,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,20-308,2001,4.1,0,4,1,25.0,0.97,0.24,0.00,0.00,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
406,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,24-076,1997,12.2,0,6,0,0.0,0.49,0.00,0.00,,7.8,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
407,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,27-135,1994,17.0,5,49,16,32.7,2.88,0.94,0.08,0.25,12.5,0,1,1,8.0,7.2,0.15,-3.0,-3.2,Matches
408,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,25-183,1996,10.0,0,7,4,57.1,0.70,0.40,0.00,0.00,16.3,0,0,0,1.0,1.0,0.15,-1.0,-1.0,Matches
409,Marshall Munetsi\2acf0cd7,zw ZIM,MF,Reims,25-234,1996,9.2,3,16,5,31.3,1.75,0.55,0.19,0.60,15.9,0,0,0,1.9,1.9,0.13,+1.1,+1.1,Matches
410,Kévin N'Doram\e50623a0,fr FRA,MFDF,Metz,26-020,1996,7.4,0,3,1,33.3,0.41,0.14,0.00,0.00,14.1,0,0,0,0.7,0.7,0.23,-0.7,-0.7,Matches
411,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,28-218,1993,20.7,1,17,4,23.5,0.82,0.19,0.06,0.25,26.0,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
412,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,22-344,1999,14.9,1,5,1,20.0,0.34,0.07,0.20,1.00,11.3,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
413,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,27-269,1994,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
414,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,35-058,1986,12.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
415,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,22-037,2000,5.5,0,7,0,0.0,1.27,0.00,0.00,,26.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
416,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,25-045,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
417,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,21-109,2000,2.3,0,3,0,0.0,1.32,0.00,0.00,,13.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
418,Neymar\69384e5d,br BRA,FWMF,Paris S-G,30-006,1992,9.2,3,19,9,47.4,2.07,0.98,0.11,0.22,17.1,1,1,1,3.1,2.4,0.12,-0.1,-0.4,Matches
419,Yvan Neyou\0ad37003,cm CMR,MF,Saint-Étienne,25-039,1997,9.9,0,6,3,50.0,0.60,0.30,0.00,0.00,28.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
420,Opa Nguette\75a63397,sn SEN,FWMF,Metz,27-218,1994,9.0,2,17,6,35.3,1.90,0.67,0.12,0.33,16.0,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
421,Sikou Niakaté\8eef18aa,fr FRA,DF,Metz,22-216,1999,4.2,0,3,0,0.0,0.72,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
422,Ibrahima Niane\46faabfa,sn SEN,FW,Metz,22-337,1999,15.0,3,41,10,24.4,2.73,0.67,0.05,0.20,16.3,1,1,1,4.2,3.4,0.08,-1.2,-1.4,Matches
423,M'Baye Niang\2054d037,sn SEN,FW,Bordeaux,27-054,1994,2.7,1,12,4,33.3,4.46,1.49,0.08,0.25,14.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
424,Cheikh Niasse\ff20acfe,sn SEN,MFFW,Lille,22-023,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
425,Casimir Ninga\91f2da4c,td CHA,FW,Angers,28-270,1993,3.2,0,8,1,12.5,2.49,0.31,0.00,0.00,12.0,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
426,Arnaud Nordin\7b9a9e25,fr FRA,MFFW,Saint-Étienne,23-239,1998,12.0,2,29,13,44.8,2.42,1.09,0.07,0.15,17.5,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches
427,Alexander Nübel\afb0c500,de GER,GK,Monaco,25-134,1996,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
428,Gerzino Nyamsi\6043997c,fr FRA,DF,Strasbourg,25-020,1997,18.2,0,16,3,18.8,0.88,0.17,0.00,0.00,8.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
429,Florent Ogier\6993927b,fr FRA,DF,Clermont Foot,32-327,1989,18.3,1,6,3,50.0,0.33,0.16,0.17,0.33,11.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
430,Warmed Omari\4534a352,fr FRA,DF,Rennes,21-294,2000,16.1,0,4,0,0.0,0.25,0.00,0.00,,8.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
431,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,28-032,1994,17.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
432,Amadou Onana\828657ff,be BEL,MF,Lille,20-179,2001,7.8,0,5,1,20.0,0.64,0.13,0.00,0.00,15.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
433,Jean Onana\b5bb8188,cm CMR,MF,Bordeaux,22-034,2000,9.7,2,9,2,22.2,0.93,0.21,0.22,1.00,27.3,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches
434,Otávio\243f4a0b,br BRA,MF,Bordeaux,27-283,1994,12.7,0,12,3,25.0,0.94,0.24,0.00,0.00,29.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
435,Dango Ouattara\2f9e4435,bf BFA,FWMF,Lorient,20-000,2002,3.7,0,9,3,33.3,2.46,0.82,0.00,0.00,17.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
436,Remi Oudin\ea02beaf,fr FRA,MFFW,Bordeaux,25-085,1996,13.1,3,31,8,25.8,2.36,0.61,0.10,0.38,20.2,1,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
437,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,33-207,1988,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
438,Azzedine Ounahi\83299cc0,ma MAR,MF,Angers,21-298,2000,10.6,2,20,3,15.0,1.89,0.28,0.10,0.67,21.1,0,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
439,Ambroise Oyongo\e3e05edf,cm CMR,DF,Montpellier,30-234,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
440,Vincent Pajot\f86ca403,fr FRA,MF,Metz,31-176,1990,16.6,0,6,1,16.7,0.36,0.06,0.00,0.00,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
441,Nicolas Pallois\779847d6,fr FRA,DF,Nantes,34-145,1987,18.3,0,5,0,0.0,0.27,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
442,Erik Palmer-Brown\e5c1e0ca,us USA,DF,Troyes,24-293,1997,4.9,0,1,0,0.0,0.20,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
443,Emerson Palmieri\e0bc6fdc,it ITA,DF,Lyon,27-192,1994,16.3,1,12,3,25.0,0.74,0.18,0.08,0.33,22.0,5,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
444,Lucas Paquetá\9b6f7fd5,br BRA,FWMF,Lyon,24-168,1997,17.1,7,60,26,43.3,3.51,1.52,0.10,0.23,17.8,1,1,1,8.2,7.5,0.13,-1.2,-1.5,Matches
445,Rubén Pardo\2306bfde,es ESP,MF,Bordeaux,29-112,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
446,Leandro Paredes\dff153a4,ar ARG,MF,Paris S-G,27-227,1994,6.2,0,4,1,25.0,0.65,0.16,0.00,0.00,28.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
447,Strahinja Pavlović\25146df0,rs SRB,DF,Monaco,20-263,2001,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,8.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
448,Dimitri Payet\58ae47b2,fr FRA,FWMF,Marseille,34-319,1987,19.3,8,43,12,27.9,2.23,0.62,0.12,0.42,22.6,17,3,3,5.6,3.3,0.08,+2.4,+1.7,Matches
449,Timothee Pembele\f8ce97ca,fr FRA,DF,Bordeaux,19-155,2002,13.6,1,17,6,35.3,1.25,0.44,0.06,0.17,16.3,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
450,Mathias Pereira Lage\8846a40f,pt POR,DF,Angers,25-073,1996,4.4,1,10,2,20.0,2.26,0.45,0.10,0.50,21.2,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
451,Brayann Pereira\5c42e7ce,fr FRA,DF,Lens,18-266,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
452,Danilo Pereira\8fd9996f,pt POR,MF,Paris S-G,30-155,1991,11.8,4,12,6,50.0,1.02,0.51,0.33,0.67,11.2,0,0,0,2.1,2.1,0.18,+1.9,+1.9,Matches
453,Luan Peres Petroni\a5549ec1,br BRA,DF,Marseille,27-207,1994,20.7,0,3,0,0.0,0.14,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
454,Lucas Perrin\49070d66,fr FRA,DF,Strasbourg,23-084,1998,16.1,0,5,1,20.0,0.31,0.06,0.00,0.00,14.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
455,Danijel Petković\b98cea65,me MNE,GK,Angers,28-262,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
456,Léo Pétrot\00638016,fr FRA,DF,Lorient,24-302,1997,8.4,0,2,0,0.0,0.24,0.00,0.00,,6.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
457,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,33-346,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
458,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,28-302,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
459,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,23-243,1998,20.4,0,5,2,40.0,0.25,0.10,0.00,0.00,16.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
460,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,27-179,1994,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
461,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,23-029,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
462,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,28-083,1993,14.4,1,26,5,19.2,1.81,0.35,0.04,0.20,24.8,1,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
463,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,31-034,1991,11.9,4,22,7,31.8,1.85,0.59,0.18,0.57,21.7,1,0,0,1.5,1.5,0.07,+2.5,+2.5,Matches
464,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,25-361,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
465,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,28-364,1993,2.4,0,5,0,0.0,2.05,0.00,0.00,,18.8,1,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
466,Predrag Rajković\58ad9383,rs SRB,GK,Reims,26-103,1995,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
467,Adil Rami\8dbff17c,fr FRA,DF,Troyes,36-046,1985,8.9,2,4,2,50.0,0.45,0.22,0.50,1.00,7.2,0,0,0,0.7,0.7,0.18,+1.3,+1.3,Matches
468,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,35-318,1986,2.7,1,3,2,66.7,1.13,0.75,0.33,0.50,5.5,0,0,0,0.9,0.9,0.36,+0.1,+0.1,Matches
469,Elba Rashani\25749008,xk KVX,FW,Clermont Foot,28-278,1993,13.2,5,20,7,35.0,1.52,0.53,0.25,0.71,14.2,0,0,0,2.6,2.6,0.13,+2.4,+2.4,Matches
470,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,19-334,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
471,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,28-163,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
472,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,28-334,1993,14.4,1,28,10,35.7,1.95,0.70,0.04,0.10,15.2,0,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
473,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,26-103,1995,15.1,1,13,4,30.8,0.86,0.26,0.08,0.25,31.2,1,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
474,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,19-257,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
475,Patrick Roberts\59d93937,eng ENG,DF,Troyes,25-006,1997,0.2,0,1,0,0.0,6.43,0.00,0.00,,7.3,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
476,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,26-270,1995,14.1,1,6,2,33.3,0.42,0.14,0.17,0.50,8.1,0,0,0,1.4,1.4,0.23,-0.4,-0.4,Matches
477,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,26-236,1995,9.4,1,23,7,30.4,2.44,0.74,0.04,0.14,19.2,0,0,0,2.7,2.7,0.12,-1.7,-1.7,Matches
478,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,27-066,1994,14.0,0,19,3,15.8,1.36,0.21,0.00,0.00,20.2,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
479,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,25-035,1997,17.6,0,12,3,25.0,0.68,0.17,0.00,0.00,17.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
480,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,25-063,1996,4.9,0,5,1,20.0,1.02,0.20,0.00,0.00,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
481,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,19-272,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
482,Falaye Sacko\6388e356,ml MLI,DF,Saint-Étienne,26-286,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
483,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,21-333,2000,0.7,0,5,2,40.0,7.14,2.86,0.00,0.00,17.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
484,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,26-298,1995,6.0,5,24,10,41.7,4.01,1.67,0.21,0.50,13.8,0,0,0,3.7,3.7,0.15,+1.3,+1.3,Matches
485,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,31-363,1990,18.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,0.9,0,2,0,0.0,2.17,0.00,0.00,,23.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22.0,0,13,1,7.7,0.59,0.05,0.00,0.00,10.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,19.8,0,5,1,20.0,0.25,0.05,0.00,0.00,18.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,13.7,3,31,13,41.9,2.26,0.95,0.10,0.23,13.8,0,0,0,3.9,3.9,0.13,-0.9,-0.9,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,12.3,1,13,5,38.5,1.06,0.41,0.08,0.20,24.3,2,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,10.4,1,10,2,20.0,0.96,0.19,0.10,0.50,25.6,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,13.0,1,16,4,25.0,1.23,0.31,0.06,0.25,15.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,0.2,1,1,1,100.0,4.09,4.09,1.00,1.00,4.0,0,0,0,0.8,0.8,0.80,+0.2,+0.2,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,16.9,5,50,23,46.0,2.95,1.36,0.08,0.17,24.4,17,1,1,3.3,2.6,0.05,+1.7,+1.4,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,2.5,0,2,0,0.0,0.80,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,4.7,0,6,1,16.7,1.28,0.21,0.00,0.00,17.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22.0,0,2,0,0.0,0.09,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,7.5,2,13,5,38.5,1.72,0.66,0.15,0.40,20.4,3,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,8.2,0,3,1,33.3,0.37,0.12,0.00,0.00,22.0,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,0.9,0,2,0,0.0,2.25,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,16.8,1,13,4,30.8,0.78,0.24,0.08,0.25,19.7,2,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,4.5,0,1,0,0.0,0.22,0.00,0.00,,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,16.5,2,26,9,34.6,1.57,0.54,0.08,0.22,16.2,1,0,0,2.5,2.5,0.10,-0.5,-0.5,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,4.8,0,3,2,66.7,0.62,0.41,0.00,0.00,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,17.1,1,17,3,17.6,0.99,0.18,0.06,0.33,11.8,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,1.1,0,3,0,0.0,2.65,0.00,0.00,,21.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,6.4,1,12,4,33.3,1.88,0.63,0.08,0.25,10.3,0,0,0,1.8,1.8,0.15,-0.8,-0.8,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,14.6,4,37,12,32.4,2.53,0.82,0.05,0.17,15.0,0,2,2,5.5,4.0,0.11,-1.5,-2.0,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,1.6,3,8,3,37.5,4.93,1.85,0.38,1.00,9.0,0,0,0,2.2,2.2,0.28,+0.8,+0.8,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,12.9,0,7,2,28.6,0.54,0.15,0.00,0.00,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,9.3,2,3,2,66.7,0.32,0.22,0.67,1.00,5.5,0,0,0,0.4,0.4,0.12,+1.6,+1.6,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,8.7,1,16,5,31.3,1.83,0.57,0.06,0.20,16.8,0,0,0,2.6,2.6,0.16,-1.6,-1.6,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,11.2,4,26,8,30.8,2.33,0.72,0.15,0.50,19.9,0,0,0,2.6,2.6,0.10,+1.4,+1.4,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,1.3,0,1,0,0.0,0.74,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,14.9,2,26,8,30.8,1.74,0.54,0.08,0.25,20.7,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,15.2,0,10,3,30.0,0.66,0.20,0.00,0.00,29.8,3,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,0.5,0,1,1,100.0,2.09,2.09,0.00,0.00,8.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,20.2,1,36,5,13.9,1.78,0.25,0.03,0.20,20.8,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,3.2,1,7,3,42.9,2.17,0.93,0.14,0.33,11.5,0,0,0,0.8,0.8,0.12,+0.2,+0.2,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,17.1,11,46,24,52.2,2.70,1.41,0.24,0.46,13.7,0,0,0,7.4,7.4,0.17,+3.6,+3.6,Matches
