,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
552,Jesús Vallejo\c2111b45,es ESP,DF,Real Madrid,25-037,1997,0.1,11,11,0,0,0,0,1,0,0,0,0,0,11,0,0,1,10,0,0,0,11,0,0,0,0,Matches
553,Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,24-362,1997,1.1,44,36,8,0,1,7,1,3,5,4,0,0,24,9,11,3,32,4,2,1,31,0,1,1,2,Matches
554,Manu Vallejo\0bc4e720,es ESP,FW,Alavés,24-362,1997,0.4,8,7,1,0,0,4,0,0,0,0,0,0,3,4,1,0,6,1,1,0,5,0,0,0,0,Matches
555,Federico Valverde\0959c2a2,uy URU,MFDF,Real Madrid,23-204,1998,11.0,636,629,7,3,1,52,18,18,0,0,0,0,512,69,55,49,563,11,4,0,550,2,7,16,21,Matches
556,José Luis García Vayá\27dc1378,es ESP,MF,Levante,23-184,1998,8.4,431,399,32,15,0,76,28,4,15,4,10,1,251,66,114,28,363,22,1,5,330,0,0,14,10,Matches
557,Jesus Vazquez\106c142c,es ESP,DFMF,Valencia,19-040,2003,1.8,63,49,14,0,0,10,0,2,0,0,0,0,31,15,17,35,5,6,14,0,38,0,0,2,5,Matches
558,Kevin Vázquez\ee923664,es ESP,DF,Celta Vigo,28-325,1993,6.5,404,306,98,4,0,44,2,20,0,0,0,0,194,102,108,28,250,25,94,1,296,0,7,21,18,Matches
559,Lucas Vázquez\fd51b456,es ESP,DF,Real Madrid,30-225,1991,11.6,913,837,76,15,0,71,37,44,3,0,2,0,648,119,146,78,760,11,58,4,773,4,8,32,14,Matches
560,Gabriel Veiga\35a6e5c7,es ESP,MFFW,Celta Vigo,19-260,2002,0.1,7,7,0,0,0,1,0,0,0,0,0,0,6,1,0,1,6,0,0,0,7,0,0,0,0,Matches
561,Unai Vencedor Paris\4112ace5,es ESP,MF,Athletic Club,21-088,2000,16.6,860,825,35,24,0,124,21,18,9,2,5,0,595,99,166,91,720,32,0,2,675,5,21,33,19,Matches
562,Gonzalo Verdú\1c2c55fc,es ESP,DF,Elche,33-113,1988,11.3,503,485,18,18,0,36,18,1,0,0,0,0,390,21,92,28,447,17,0,1,433,3,7,8,4,Matches
563,Mikel Vesga\b0fce72c,es ESP,MF,Athletic Club,28-266,1993,5.1,258,253,5,5,0,42,9,2,0,0,0,0,170,27,61,174,54,19,0,2,205,0,6,15,6,Matches
564,Rúben Vezo\c67cd65c,pt POR,DF,Levante,27-292,1994,19.1,938,882,56,48,1,101,50,2,0,0,0,0,651,100,187,173,681,45,7,3,780,1,21,16,13,Matches
565,Aleix Vidal\04965583,es ESP,DFMF,Espanyol,32-174,1989,13.9,727,610,117,22,0,84,23,22,3,2,0,0,466,148,113,59,543,26,92,2,583,1,11,25,26,Matches
566,Nacho Vidal\3a9c4b7b,es ESP,DF,Osasuna,27-018,1995,19.6,964,715,249,14,1,125,21,34,1,1,0,0,403,266,295,71,547,70,234,4,699,5,28,35,37,Matches
567,Dídac Vilà\bad38a94,es ESP,DF,Espanyol,32-247,1989,1.7,64,51,13,3,0,6,0,2,0,0,0,0,38,16,10,45,5,2,10,0,53,0,1,0,4,Matches
568,Tonny Vilhena\c7069d87,nl NED,FW,Espanyol,27-039,1995,0.9,43,41,2,0,0,7,1,2,2,0,2,0,28,4,11,34,5,2,0,2,28,0,0,2,3,Matches
569,Asier Villalibre\57be54ec,es ESP,FW,Athletic Club,24-134,1997,2.5,53,53,0,0,0,14,1,2,0,0,0,0,28,18,7,14,26,5,0,1,27,1,2,2,4,Matches
570,Vitolo\db750822,es ESP,MFFW,Getafe,32-101,1989,2.5,119,109,10,2,0,12,0,2,1,0,0,0,92,18,9,13,96,1,7,0,96,0,4,6,4,Matches
571,Daniel Vivian\ab7bf91d,es ESP,DF,Athletic Club,22-211,1999,10.6,411,383,28,28,0,35,20,0,0,0,0,0,298,36,77,50,328,22,0,3,358,2,9,8,2,Matches
572,Šime Vrsaljko\46a8347f,hr CRO,DF,Atlético Madrid,30-032,1992,3.8,249,217,32,1,0,40,5,17,0,0,0,0,133,37,79,9,178,13,31,3,185,1,6,8,5,Matches
573,Nikola Vukčević\4442fbcd,me MNE,MF,Levante,30-060,1991,1.2,67,65,2,2,0,11,1,0,0,0,0,0,48,11,8,50,6,6,0,1,57,0,0,1,3,Matches
574,Daniel Wass\d83bbc54,dk DEN,DF,Atlético Madrid,32-256,1989,0.5,27,18,9,0,0,4,0,0,0,0,0,0,13,9,5,2,15,1,9,0,22,0,0,0,2,Matches
575,Daniel Wass\d83bbc54,dk DEN,MF,Valencia,32-256,1989,17.6,681,600,81,39,0,101,26,19,14,4,5,1,409,108,164,45,566,40,5,2,537,1,11,14,9,Matches
576,Iñaki Williams\6a99e0b1,es ESP,FW,Athletic Club,27-241,1994,19.7,425,416,9,0,1,119,9,31,0,0,0,0,266,86,73,30,315,26,3,20,275,5,8,28,27,Matches
577,Nico Williams\afdc14d7,es ESP,MF,Athletic Club,19-214,2002,9.5,304,297,7,1,0,52,5,31,3,0,1,0,215,47,42,52,226,10,3,6,220,2,8,7,19,Matches
578,Okay Yokuşlu\e49ce451,tr TUR,DFMF,Celta Vigo,27-339,1994,1.6,75,74,1,1,0,13,2,0,0,0,0,0,59,5,11,3,60,6,0,1,70,0,2,0,0,Matches
579,Joseba Zaldúa\5ca20b7a,es ESP,DF,Real Sociedad,29-232,1992,8.6,447,353,94,8,1,44,9,18,0,0,0,0,240,96,111,33,284,28,86,3,350,2,10,11,13,Matches
580,Oier Zarraga\968a1c2f,es ESP,MF,Athletic Club,23-038,1999,8.5,355,352,3,1,0,55,7,13,1,1,0,0,260,39,56,32,296,19,1,3,275,0,9,14,7,Matches
581,Luca Zidane\c818c4d9,fr FRA,GKMF,Rayo Vallecano,23-274,1998,3.2,114,79,35,7,0,6,2,0,0,0,0,0,65,0,49,6,83,0,0,23,88,0,3,3,0,Matches
582,Igor Zubeldia\5c7845f6,es ESP,DFMF,Real Sociedad,24-318,1997,8.7,510,495,15,14,1,51,10,0,0,0,0,0,410,31,69,24,443,28,0,2,456,1,6,2,3,Matches
583,Martín Zubimendi\3ee0dd59,es ESP,MF,Real Sociedad,23-009,1999,15.3,724,708,16,16,1,132,23,2,0,0,0,0,526,80,118,150,512,28,0,5,616,5,11,20,10,Matches
