,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
385,Roland Sallai\bf075f6b,hu HUN,MFFW,Freiburg,24-265,1997,8.2,165,241,68.5,3035,950,78,109,71.6,58,74,78.4,26,39,66.7,1,1.3,-0.3,8,13,10,7,19,Matches
386,Diadie Samassékou\08593525,ml MLI,MF,Hoffenheim,26-031,1996,9.0,264,327,80.7,5066,1278,111,132,84.1,115,134,85.8,34,41,82.9,0,0.3,-0.3,4,20,2,0,17,Matches
387,Leroy Sané\2b114be3,de GER,FWMF,Bayern Munich,26-031,1996,14.7,551,663,83.1,8658,2009,308,355,86.8,179,212,84.4,46,61,75.4,7,4.7,+2.3,39,38,31,3,62,Matches
388,Mohamed Sankoh\be625686,nl NED,FW,Stuttgart,18-118,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
389,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Freiburg,26-339,1995,0.2,2,4,50.0,29,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
390,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,30-011,1992,0.7,26,37,70.3,469,114,9,14,64.3,16,18,88.9,1,4,25.0,0,0.0,0.0,0,1,0,0,2,Matches
391,Joseph Scally\236f02cd,us USA,DF,M'Gladbach,19-042,2002,16.8,704,881,79.9,12850,4111,318,361,88.1,287,353,81.3,88,135,65.2,2,1.3,+0.7,14,38,13,6,62,Matches
392,Kevin Schade\52afb588,de GER,FWMF,Freiburg,20-076,2001,8.5,98,175,56.0,1438,679,57,86,66.3,30,52,57.7,7,24,29.2,1,0.7,+0.3,7,11,5,2,11,Matches
393,Louis Schaub\b50ec54b,at AUT,MF,Köln,27-044,1994,5.2,150,223,67.3,2573,766,75,103,72.8,59,76,77.6,13,28,46.4,2,1.3,+0.7,8,12,10,3,22,Matches
394,Patrik Schick\5d4f7d61,cz CZE,FW,Leverkusen,26-018,1996,15.7,205,290,70.7,3068,463,120,163,73.6,68,88,77.3,13,19,68.4,1,0.6,+0.4,8,8,6,0,15,Matches
395,Kingsley Schindler\bd527260,de GER,DFMF,Köln,28-214,1993,2.4,66,117,56.4,1181,544,28,36,77.8,29,47,61.7,8,26,30.8,2,0.9,+1.1,2,10,4,3,14,Matches
396,Xaver Schlager\8f056768,at AUT,MF,Wolfsburg,24-136,1997,2.6,104,125,83.2,1913,432,46,53,86.8,43,47,91.5,14,20,70.0,1,0.1,+0.9,1,14,3,1,13,Matches
397,Keven Schlotterbeck\f6bdc830,de GER,DF,Freiburg,24-289,1997,2.1,69,84,82.1,1624,501,17,22,77.3,31,34,91.2,21,27,77.8,0,0.0,0.0,1,5,0,0,2,Matches
398,Nico Schlotterbeck\34e12499,de GER,DF,Freiburg,22-072,1999,18.2,770,940,81.9,17261,6121,231,262,88.2,375,413,90.8,156,243,64.2,0,0.9,-0.9,8,74,5,1,71,Matches
399,Jonathan Schmid\088ca1bd,fr FRA,DF,Freiburg,31-230,1990,2.1,56,74,75.7,1214,651,19,23,82.6,21,27,77.8,13,19,68.4,0,0.1,-0.1,2,5,1,0,6,Matches
400,Benno Schmitz\ad00b1a8,de GER,DF,Köln,27-086,1994,18.7,818,1143,71.6,16299,8897,289,335,86.3,400,529,75.6,125,243,51.4,4,2.7,+1.3,29,87,26,15,130,Matches
401,Alessandro Schöpf\106bca06,at AUT,MF,Arminia,28-004,1994,17.4,512,668,76.6,8505,2158,254,314,80.9,183,220,83.2,53,93,57.0,0,1.8,-1.8,32,38,16,3,52,Matches
402,Nico Schulz\fa274d97,de GER,DF,Dortmund,28-316,1993,6.8,431,521,82.7,7221,2635,192,219,87.7,198,230,86.1,29,45,64.4,1,0.1,+0.9,1,20,4,0,39,Matches
403,Marvin Schwäbe\87436846,de GER,GK,Köln,26-292,1995,9.0,347,412,84.2,9429,4921,63,63,100.0,176,179,98.3,108,169,63.9,0,0.0,0.0,0,3,1,0,0,Matches
404,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,29-254,1992,21.0,537,757,70.9,16834,9641,76,76,100.0,228,231,98.7,232,449,51.7,0,0.0,0.0,1,6,0,0,0,Matches
405,Paul Seguin\8872ed17,de GER,MF,Greuther Fürth,26-319,1995,18.0,660,848,77.8,11680,3756,314,355,88.5,253,307,82.4,78,138,56.5,2,1.1,+0.9,17,73,13,4,92,Matches
406,Davie Selke\1238a3f9,de GER,FW,Hertha BSC,27-022,1995,5.4,56,97,57.7,828,89,35,55,63.6,17,29,58.6,4,7,57.1,0,0.0,0.0,1,1,0,0,2,Matches
407,Suat Serdar\b3325a30,de GER,MFFW,Hertha BSC,24-306,1997,16.0,270,376,71.8,5173,1522,118,152,77.6,97,127,76.4,47,71,66.2,0,0.8,-0.8,10,26,11,1,39,Matches
408,Janni Serra\40b58bfc,de GER,FW,Arminia,23-335,1998,5.8,93,139,66.9,1294,244,53,72,73.6,20,40,50.0,8,12,66.7,1,0.3,+0.7,6,8,2,0,8,Matches
409,Zidan Sertdemir\eec1f7f4,dk DEN,MFFW,Leverkusen,17-007,2005,0.2,5,7,71.4,115,45,2,2,100.0,2,2,100.0,1,3,33.3,0,0.0,0.0,1,0,1,0,1,Matches
410,Nils Seufert\0da32a38,de GER,MF,Greuther Fürth,25-008,1997,1.1,22,29,75.9,340,86,14,18,77.8,7,8,87.5,1,3,33.3,0,0.0,0.0,0,3,0,0,2,Matches
411,Kiliann Sildillia\313254a3,fr FRA,DF,Freiburg,19-271,2002,1.2,42,64,65.6,796,335,13,14,92.9,19,28,67.9,7,12,58.3,0,0.2,-0.2,2,1,1,1,3,Matches
412,André Silva\3effaa34,pt POR,FW,RB Leipzig,26-097,1995,15.5,275,372,73.9,3457,809,187,235,79.6,65,88,73.9,6,15,40.0,2,1.9,+0.1,12,12,16,2,25,Matches
413,Mohamed Simakan\fcb27134,fr FRA,DF,RB Leipzig,21-284,2000,14.5,769,867,88.7,14926,4433,279,305,91.5,375,397,94.5,107,150,71.3,0,0.2,-0.2,4,49,6,2,38,Matches
414,Daley Sinkgraven\73000a79,nl NED,DF,Leverkusen,26-222,1995,2.6,126,155,81.3,2206,735,62,69,89.9,43,53,81.1,17,27,63.0,0,0.6,-0.6,3,12,3,1,16,Matches
415,Ellyes Skhiri\c2211709,tn TUN,MF,Köln,26-277,1995,8.6,354,404,87.6,7099,1792,134,153,87.6,155,166,93.4,61,71,85.9,0,0.1,-0.1,4,31,4,0,31,Matches
416,Robert Skov\ff98492b,dk DEN,DFFW,Hoffenheim,25-267,1996,2.7,94,127,74.0,1956,625,31,36,86.1,48,56,85.7,14,32,43.8,0,0.2,-0.2,4,3,5,0,11,Matches
417,Danilo Soares\c05f2f8c,br BRA,DF,Bochum,30-105,1991,19.5,851,1139,74.7,16667,6274,323,378,85.4,390,494,78.9,127,223,57.0,0,0.9,-0.9,12,66,13,5,69,Matches
418,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,33-056,1988,21.0,672,865,77.7,19193,10802,131,133,98.5,287,289,99.3,254,441,57.6,1,0.3,+0.7,1,10,1,0,1,Matches
419,Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,24-021,1998,16.8,814,1113,73.1,14901,5850,382,443,86.2,318,414,76.8,107,214,50.0,4,3.6,+0.4,34,46,33,20,95,Matches
420,Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,25-005,1997,18.9,734,857,85.6,14209,3523,284,322,88.2,335,372,90.1,102,133,76.7,3,1.9,+1.1,18,77,15,2,81,Matches
421,Jerry St. Juste\90339309,nl NED,DF,Mainz 05,25-115,1996,6.7,224,289,77.5,4774,1750,65,82,79.3,107,121,88.4,46,74,62.2,0,0.1,-0.1,2,18,6,1,19,Matches
422,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,23-088,1998,10.4,367,496,74.0,6748,1956,180,222,81.1,129,165,78.2,53,88,60.2,2,0.5,+1.5,6,35,5,1,45,Matches
423,Kostas Stafylidis\861e0116,gr GRE,DF,Bochum,28-071,1993,10.2,346,463,74.7,7798,2993,108,124,87.1,155,194,79.9,80,135,59.3,0,0.2,-0.2,4,21,5,2,34,Matches
424,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,21-315,2000,4.5,305,358,85.2,5109,1463,143,153,93.5,126,140,90.0,29,50,58.0,0,0.1,-0.1,2,12,4,1,22,Matches
425,Niklas Stark\aad48be9,de GER,DF,Hertha BSC,26-303,1995,18.2,723,861,84.0,16131,5886,201,231,87.0,369,408,90.4,151,209,72.2,0,0.2,-0.2,1,25,3,0,43,Matches
426,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,30-100,1991,9.1,259,331,78.2,4452,1207,134,153,87.6,89,117,76.1,30,45,66.7,1,1.0,0.0,8,16,7,1,28,Matches
427,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,25-328,1996,2.6,147,179,82.1,3551,883,43,50,86.0,62,68,91.2,41,56,73.2,0,0.1,-0.1,4,10,0,0,6,Matches
428,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,20-313,2001,9.9,445,528,84.3,7704,1925,199,230,86.5,198,216,91.7,41,63,65.1,1,0.7,+0.3,6,35,4,0,43,Matches
429,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,33-169,1988,14.3,509,619,82.2,8210,1818,277,313,88.5,166,197,84.3,49,72,68.1,4,3.1,+0.9,23,44,22,3,49,Matches
430,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,28-168,1993,2.3,157,212,74.1,2853,1050,76,89,85.4,58,76,76.3,20,39,51.3,1,1.0,0.0,9,22,8,4,32,Matches
431,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,31-275,1990,3.6,68,94,72.3,1350,454,22,28,78.6,33,37,89.2,11,22,50.0,0,0.0,0.0,1,7,1,0,10,Matches
432,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,26-161,1995,14.7,1070,1185,90.3,21889,7708,356,374,95.2,535,577,92.7,164,202,81.2,1,0.7,+0.3,5,75,7,1,81,Matches
433,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,34-064,1987,2.8,47,75,62.7,569,127,25,35,71.4,11,21,52.4,1,6,16.7,0,0.5,-0.5,4,2,0,0,5,Matches
434,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,21-109,2000,12.3,560,720,77.8,9503,2783,289,335,86.3,173,219,79.0,74,122,60.7,5,4.6,+0.4,35,31,28,10,48,Matches
435,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,26-000,1996,20.9,1080,1206,89.6,23752,6809,258,284,90.8,615,655,93.9,200,252,79.4,2,0.8,+1.2,7,55,2,1,61,Matches
436,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,23-009,1999,7.7,413,471,87.7,9424,2726,86,97,88.7,230,242,95.0,93,122,76.2,0,0.0,0.0,0,14,0,0,14,Matches
437,Niklas Tauer\27270af4,de GER,MFDF,Mainz 05,20-359,2001,2.8,67,93,72.0,1157,430,33,40,82.5,24,32,75.0,9,15,60.0,0,0.0,0.0,0,5,1,0,7,Matches
438,Robert Tesche\037130ca,de GER,MF,Bochum,34-260,1987,3.2,113,133,85.0,2338,488,46,53,86.8,45,48,93.8,22,29,75.9,0,0.0,0.0,0,12,1,0,13,Matches
439,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,25-028,1997,1.2,20,30,66.7,365,76,6,7,85.7,12,14,85.7,1,4,25.0,0,0.1,-0.1,2,3,0,0,1,Matches
440,Jan Thielmann\fd53759d,de GER,MFFW,Köln,19-261,2002,8.5,178,286,62.2,3569,1104,62,91,68.1,75,111,67.6,35,58,60.3,2,1.7,+0.3,14,10,17,10,25,Matches
441,Erik Thommy\df8e7b62,de GER,FWDF,Stuttgart,27-175,1994,0.9,23,26,88.5,359,46,11,13,84.6,9,9,100.0,1,2,50.0,0,0.1,-0.1,2,1,0,0,1,Matches
442,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,24-189,1997,5.2,91,124,73.4,1513,407,36,50,72.0,48,57,84.2,5,7,71.4,0,0.6,-0.6,5,4,6,0,14,Matches
443,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,18-100,2003,3.1,58,73,79.5,876,154,37,42,88.1,15,19,78.9,4,7,57.1,0,0.1,-0.1,3,1,1,0,2,Matches
444,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,23-195,1998,1.2,24,43,55.8,384,106,13,26,50.0,7,11,63.6,2,3,66.7,0,0.2,-0.2,1,2,0,0,2,Matches
445,Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,19-259,2002,1.2,30,39,76.9,445,154,19,22,86.4,9,13,69.2,1,2,50.0,0,0.4,-0.4,3,0,2,0,6,Matches
446,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,23-038,1999,11.0,231,342,67.5,4262,1426,92,113,81.4,105,132,79.5,28,69,40.6,2,1.3,+0.7,14,22,13,1,36,Matches
447,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,27-192,1994,6.4,397,457,86.9,7752,2342,173,190,91.1,157,175,89.7,60,76,78.9,1,1.5,-0.5,13,62,6,0,63,Matches
448,Tiago Tomás\b492126a,pt POR,MF,Stuttgart,19-240,2002,0.1,1,3,33.3,20,15,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,1,Matches
449,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,24-188,1997,5.4,194,236,82.2,4406,1470,41,46,89.1,115,129,89.1,33,49,67.3,1,0.0,+1.0,2,7,0,0,12,Matches
450,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,25-289,1996,4.5,124,176,70.5,1964,1028,61,75,81.3,56,75,74.7,5,13,38.5,0,0.0,0.0,0,7,0,0,15,Matches
451,Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,24-288,1997,8.8,251,319,78.7,4977,1530,102,120,85.0,104,124,83.9,39,60,65.0,0,0.4,-0.4,5,29,4,0,31,Matches
452,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,31-218,1990,20.0,530,812,65.3,15683,10392,131,131,100.0,202,206,98.1,193,471,41.0,0,0.0,0.0,0,7,0,0,0,Matches
453,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,34-352,1987,13.3,485,701,69.2,9284,3722,204,243,84.0,201,249,80.7,73,178,41.0,0,1.2,-1.2,18,26,12,10,37,Matches
454,Tuta\35d64857,br BRA,DF,Eint Frankfurt,22-222,1999,12.6,521,656,79.4,11932,3937,131,156,84.0,276,305,90.5,111,182,61.0,0,0.1,-0.1,2,36,2,2,32,Matches
455,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,33-192,1988,1.0,42,46,91.3,1014,497,10,10,100.0,20,21,95.2,12,15,80.0,0,0.0,0.0,0,0,0,0,0,Matches
456,Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,23-107,1998,14.1,1142,1265,90.3,26067,8097,252,272,92.6,652,696,93.7,232,282,82.3,4,0.9,+3.1,7,111,4,0,82,Matches
457,Benjamin Uphoff\a9a6fc08,de GER,GK,Freiburg,28-187,1993,2.0,62,90,68.9,2280,1698,4,4,100.0,29,29,100.0,29,57,50.9,0,0.0,0.0,0,5,0,0,1,Matches
458,Mark Uth\a3ddb1b9,de GER,FWMF,Köln,30-171,1991,12.0,256,367,69.8,5435,1629,101,129,78.3,95,126,75.4,58,92,63.0,2,3.0,-1.0,27,28,13,6,34,Matches
459,Ruben Vargas\6ecbddf6,ch SUI,MFFW,Augsburg,23-190,1998,14.9,290,418,69.4,5525,1315,127,162,78.4,108,151,71.5,46,69,66.7,2,1.7,+0.3,17,26,13,3,36,Matches
460,Sebastian Vasiliadis\d3112d86,gr GRE,MF,Arminia,24-130,1997,5.9,104,159,65.4,1906,721,46,64,71.9,41,60,68.3,15,28,53.6,0,0.1,-0.1,3,12,0,0,14,Matches
461,Mickey van de Ven\8fe2a392,nl NED,DF,Wolfsburg,20-298,2001,0.4,18,20,90.0,350,33,6,7,85.7,9,10,90.0,3,3,100.0,0,0.0,0.0,0,2,0,0,0,Matches
462,Nick Viergever\e38f1636,nl NED,DF,Greuther Fürth,32-192,1989,10.7,341,441,77.3,7855,2952,71,84,84.5,187,212,88.2,77,135,57.0,0,0.3,-0.3,1,23,0,0,22,Matches
463,Andreas Voglsammer\daa78200,de GER,FW,Union Berlin,30-033,1992,6.1,93,152,61.2,1746,531,43,66,65.2,33,52,63.5,14,20,70.0,1,0.5,+0.5,5,10,6,1,14,Matches
464,Kevin Vogt\1d8e9add,de GER,DF,Hoffenheim,30-141,1991,18.9,1302,1476,88.2,29694,10011,332,358,92.7,674,714,94.4,287,386,74.4,2,0.4,+1.6,6,86,11,1,84,Matches
465,Aster Vranckx\f86cd5df,be BEL,MFFW,Wolfsburg,19-130,2002,8.6,226,289,78.2,4246,1030,107,120,89.2,82,99,82.8,33,57,57.9,0,0.9,-0.9,9,19,8,2,15,Matches
466,Luca Waldschmidt\e5a35ae9,de GER,MFFW,Wolfsburg,25-268,1996,7.8,195,247,78.9,3021,822,105,127,82.7,72,88,81.8,12,16,75.0,0,0.5,-0.5,5,14,5,1,25,Matches
467,Paul Wanner\cb64672e,de GER,FWMF,Bayern Munich,16-050,2005,0.4,12,15,80.0,171,43,9,10,90.0,1,2,50.0,1,2,50.0,0,0.0,0.0,1,1,1,0,2,Matches
468,Wout Weghorst\c4e87b8b,nl NED,FW,Wolfsburg,29-188,1992,17.3,323,453,71.3,4723,791,197,256,77.0,91,133,68.4,22,31,71.0,1,1.6,-0.6,16,18,9,0,25,Matches
469,Noah Weißhaupt\dd676a97,de GER,MFFW,Freiburg,20-144,2001,0.5,13,15,86.7,226,65,6,8,75.0,6,6,100.0,1,1,100.0,0,0.1,-0.1,1,1,0,0,2,Matches
470,Silvan Widmer\f68b64fc,ch SUI,DF,Mainz 05,28-343,1993,20.5,680,955,71.2,12015,5543,315,366,86.1,284,389,73.0,70,172,40.7,3,2.2,+0.8,12,55,12,7,75,Matches
471,Jetro Willems\9050ddc4,nl NED,DF,Greuther Fürth,27-318,1994,13.1,463,627,73.8,9389,4795,171,205,83.4,214,267,80.1,76,131,58.0,0,1.4,-1.4,11,33,15,7,58,Matches
472,Patrick Wimmer\cb11b429,at AUT,FWMF,Arminia,20-257,2001,12.5,243,410,59.3,4266,1656,116,161,72.0,87,144,60.4,33,69,47.8,5,2.5,+2.5,24,36,9,3,40,Matches
473,Jonas Wind\2077ae86,dk DEN,FW,Wolfsburg,23-004,1999,0.7,15,21,71.4,214,43,10,15,66.7,5,6,83.3,0,0,,0,0.0,0.0,0,2,1,0,1,Matches
474,Frederik Winther\a1257b5e,dk DEN,DF,Augsburg,21-038,2001,2.0,91,113,80.5,2199,757,27,31,87.1,38,41,92.7,26,38,68.4,0,0.0,0.0,0,14,0,0,9,Matches
475,Florian Wirtz\e7fcf289,de GER,MFFW,Leverkusen,18-284,2003,16.3,525,706,74.4,9596,2952,247,300,82.3,197,245,80.4,73,131,55.7,9,5.8,+3.2,46,54,35,2,81,Matches
476,Axel Witsel\5dfc6ad5,be BEL,MFDF,Dortmund,33-030,1989,11.6,684,731,93.6,13036,3104,243,260,93.5,359,374,96.0,73,78,93.6,0,0.0,0.0,1,52,4,1,36,Matches
477,Hannes Wolf\be42a291,at AUT,FWMF,M'Gladbach,22-301,1999,3.4,74,105,70.5,1001,286,47,57,82.5,23,32,71.9,2,8,25.0,0,0.0,0.0,1,1,2,1,2,Matches
478,Marius Wolf\fa661778,de GER,DFFW,Dortmund,26-260,1995,6.4,285,362,78.7,4608,1693,141,164,86.0,111,134,82.8,24,43,55.8,0,0.5,-0.5,4,19,7,1,35,Matches
479,Jeong Woo-yeong\6190474d,kr KOR,FWMF,Freiburg,22-144,1999,13.8,318,438,72.6,4467,1331,201,241,83.4,88,128,68.8,16,36,44.4,0,1.1,-1.1,15,18,10,3,36,Matches
480,Joscha Wosz\80c9e555,de GER,DF,RB Leipzig,19-206,2002,0.1,3,4,75.0,51,9,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
481,Dan-Axel Zagadou\a4effc55,fr FRA,DF,Dortmund,22-253,1999,3.7,301,335,89.9,6348,2216,89,95,93.7,161,173,93.1,50,64,78.1,0,0.0,0.0,0,18,0,0,13,Matches
482,Denis Zakaria\384d58d9,ch SUI,MFDF,M'Gladbach,25-083,1996,15.5,737,818,90.1,13546,4013,298,321,92.8,338,366,92.3,86,106,81.1,1,0.3,+0.7,6,56,6,0,67,Matches
483,Deyovaisio Zeefuik\58a2e9f6,nl NED,DFMF,Hertha BSC,23-337,1998,6.3,198,258,76.7,3476,1066,97,112,86.6,83,107,77.6,17,34,50.0,0,0.4,-0.4,4,7,5,1,20,Matches
484,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,27-106,1994,21.0,475,652,72.9,12906,6976,114,116,98.3,196,197,99.5,157,330,47.6,0,0.0,0.0,0,16,0,0,0,Matches
485,Andi Zeqiri\d01231f0,ch SUI,FWMF,Augsburg,22-234,1999,10.1,102,155,65.8,1751,333,51,66,77.3,34,49,69.4,12,23,52.2,1,0.9,+0.1,9,7,3,1,9,Matches
486,Simon Zoller\29f7cfd9,de GER,FW,Bochum,30-230,1991,4.0,73,96,76.0,1239,196,34,39,87.2,26,34,76.5,9,15,60.0,2,0.7,+1.3,6,5,3,2,4,Matches
