,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
398,Nico Schlotterbeck\34e12499,de GER,DF,Freiburg,22-072,1999,18.2,2,24,11,45.8,1.32,0.60,0.08,0.18,11.4,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
399,Jonathan Schmid\088ca1bd,fr FRA,DF,Freiburg,31-230,1990,2.1,0,3,1,33.3,1.42,0.47,0.00,0.00,20.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
400,Benno Schmitz\ad00b1a8,de GER,DF,Köln,27-086,1994,18.7,0,8,1,12.5,0.43,0.05,0.00,0.00,22.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
401,Alessandro Schöpf\106bca06,at AUT,MF,Arminia,28-004,1994,17.4,1,28,7,25.0,1.61,0.40,0.04,0.14,19.7,2,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
402,Nico Schulz\fa274d97,de GER,DF,Dortmund,28-316,1993,6.8,0,3,2,66.7,0.44,0.30,0.00,0.00,14.8,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
403,Marvin Schwäbe\87436846,de GER,GK,Köln,26-292,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
404,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,29-254,1992,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
405,Paul Seguin\8872ed17,de GER,MF,Greuther Fürth,26-319,1995,18.0,0,9,2,22.2,0.50,0.11,0.00,0.00,20.6,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
406,Davie Selke\1238a3f9,de GER,FW,Hertha BSC,27-022,1995,5.4,1,11,5,45.5,2.05,0.93,0.09,0.20,10.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
407,Suat Serdar\b3325a30,de GER,MFFW,Hertha BSC,24-306,1997,16.0,2,23,8,34.8,1.44,0.50,0.09,0.25,17.0,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
408,Janni Serra\40b58bfc,de GER,FW,Arminia,23-335,1998,5.8,2,9,4,44.4,1.55,0.69,0.22,0.50,13.2,0,0,0,1.0,1.0,0.11,+1.0,+1.0,Matches
409,Zidan Sertdemir\eec1f7f4,dk DEN,MFFW,Leverkusen,17-007,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
410,Nils Seufert\0da32a38,de GER,MF,Greuther Fürth,25-008,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
411,Kiliann Sildillia\313254a3,fr FRA,DF,Freiburg,19-271,2002,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
412,André Silva\3effaa34,pt POR,FW,RB Leipzig,26-097,1995,15.5,9,36,13,36.1,2.33,0.84,0.17,0.46,11.6,0,3,3,9.4,7.5,0.21,-0.4,-1.5,Matches
413,Mohamed Simakan\fcb27134,fr FRA,DF,RB Leipzig,21-284,2000,14.5,0,8,1,12.5,0.55,0.07,0.00,0.00,12.0,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
414,Daley Sinkgraven\73000a79,nl NED,DF,Leverkusen,26-222,1995,2.6,0,1,1,100.0,0.39,0.39,0.00,0.00,11.7,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
415,Ellyes Skhiri\c2211709,tn TUN,MF,Köln,26-277,1995,8.6,3,10,4,40.0,1.16,0.47,0.30,0.75,17.8,0,0,0,1.9,1.9,0.19,+1.1,+1.1,Matches
416,Robert Skov\ff98492b,dk DEN,DFFW,Hoffenheim,25-267,1996,2.7,0,8,2,25.0,2.94,0.73,0.00,0.00,14.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
417,Danilo Soares\c05f2f8c,br BRA,DF,Bochum,30-105,1991,19.5,0,8,0,0.0,0.41,0.00,0.00,,24.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
418,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,33-056,1988,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
419,Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,24-021,1998,16.8,1,10,2,20.0,0.60,0.12,0.10,0.50,21.1,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
420,Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,25-005,1997,18.9,2,11,2,18.2,0.58,0.11,0.18,1.00,22.3,0,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
421,Jerry St. Juste\90339309,nl NED,DF,Mainz 05,25-115,1996,6.7,1,12,3,25.0,1.79,0.45,0.08,0.33,16.9,1,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
422,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,23-088,1998,10.4,1,23,6,26.1,2.22,0.58,0.04,0.17,26.6,4,0,0,0.7,0.7,0.03,+0.3,+0.3,Matches
423,Kostas Stafylidis\861e0116,gr GRE,DF,Bochum,28-071,1993,10.2,0,12,4,33.3,1.18,0.39,0.00,0.00,27.5,3,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
424,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,21-315,2000,4.5,0,3,2,66.7,0.67,0.44,0.00,0.00,12.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
425,Niklas Stark\aad48be9,de GER,DF,Hertha BSC,26-303,1995,18.2,0,6,0,0.0,0.33,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
426,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,30-100,1991,9.1,0,11,1,9.1,1.21,0.11,0.00,0.00,13.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
427,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,25-328,1996,2.6,0,4,1,25.0,1.51,0.38,0.00,0.00,25.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
428,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,20-313,2001,9.9,1,10,2,20.0,1.01,0.20,0.10,0.50,14.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
429,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,33-169,1988,14.3,2,28,9,32.1,1.96,0.63,0.07,0.22,17.7,1,0,2,5.1,3.6,0.13,-3.1,-1.6,Matches
430,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,28-168,1993,2.3,1,9,5,55.6,3.99,2.22,0.11,0.20,21.9,1,0,0,1.0,1.0,0.12,0.0,0.0,Matches
431,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,31-275,1990,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
432,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,26-161,1995,14.7,0,12,4,33.3,0.81,0.27,0.00,0.00,19.7,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
433,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,34-064,1987,2.8,1,9,3,33.3,3.18,1.06,0.11,0.33,13.5,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
434,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,21-109,2000,12.3,4,30,12,40.0,2.43,0.97,0.13,0.33,21.8,6,0,1,3.8,3.0,0.10,+0.2,+1.0,Matches
435,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,26-000,1996,20.9,2,11,2,18.2,0.53,0.10,0.18,1.00,11.2,0,0,0,0.9,0.9,0.08,+1.1,+1.1,Matches
436,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,23-009,1999,7.7,1,2,1,50.0,0.26,0.13,0.50,1.00,12.8,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
437,Niklas Tauer\27270af4,de GER,MFDF,Mainz 05,20-359,2001,2.8,0,2,2,100.0,0.70,0.70,0.00,0.00,19.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
438,Robert Tesche\037130ca,de GER,MF,Bochum,34-260,1987,3.2,0,1,0,0.0,0.31,0.00,0.00,,7.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
439,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,25-028,1997,1.2,0,3,1,33.3,2.57,0.86,0.00,0.00,14.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
440,Jan Thielmann\fd53759d,de GER,MFFW,Köln,19-261,2002,8.5,1,11,4,36.4,1.29,0.47,0.09,0.25,24.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
441,Erik Thommy\df8e7b62,de GER,FWDF,Stuttgart,27-175,1994,0.9,0,3,1,33.3,3.51,1.17,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
442,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,24-189,1997,5.2,0,14,1,7.1,2.69,0.19,0.00,0.00,13.0,0,0,0,1.9,1.9,0.14,-1.9,-1.9,Matches
443,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,18-100,2003,3.1,0,3,0,0.0,0.98,0.00,0.00,,12.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
444,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,23-195,1998,1.2,3,4,3,75.0,3.24,2.43,0.75,1.00,8.2,0,0,0,1.0,1.0,0.25,+2.0,+2.0,Matches
445,Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,19-259,2002,1.2,0,1,1,100.0,0.87,0.87,0.00,0.00,13.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
446,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,23-038,1999,11.0,1,14,5,35.7,1.27,0.46,0.07,0.20,19.3,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
447,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,27-192,1994,6.4,2,14,2,14.3,2.19,0.31,0.14,1.00,17.0,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches
448,Tiago Tomás\b492126a,pt POR,MF,Stuttgart,19-240,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
449,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,24-188,1997,5.4,0,2,0,0.0,0.37,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
450,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,25-289,1996,4.5,0,6,2,33.3,1.34,0.45,0.00,0.00,12.7,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
451,Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,24-288,1997,8.8,0,7,2,28.6,0.79,0.23,0.00,0.00,25.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
452,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,31-218,1990,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
453,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,34-352,1987,13.3,1,12,4,33.3,0.90,0.30,0.08,0.25,19.1,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
454,Tuta\35d64857,br BRA,DF,Eint Frankfurt,22-222,1999,12.6,2,5,3,60.0,0.40,0.24,0.40,0.67,11.7,0,0,0,0.8,0.8,0.16,+1.2,+1.2,Matches
455,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,33-192,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
456,Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,23-107,1998,14.1,1,5,1,20.0,0.36,0.07,0.20,1.00,12.7,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
457,Benjamin Uphoff\a9a6fc08,de GER,GK,Freiburg,28-187,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
458,Mark Uth\a3ddb1b9,de GER,FWMF,Köln,30-171,1991,12.0,3,41,11,26.8,3.42,0.92,0.07,0.27,17.0,2,0,0,3.9,3.9,0.10,-0.9,-0.9,Matches
459,Ruben Vargas\6ecbddf6,ch SUI,MFFW,Augsburg,23-190,1998,14.9,0,23,4,17.4,1.54,0.27,0.00,0.00,17.9,0,0,0,2.4,2.4,0.11,-2.4,-2.4,Matches
460,Sebastian Vasiliadis\d3112d86,gr GRE,MF,Arminia,24-130,1997,5.9,0,6,0,0.0,1.01,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
461,Mickey van de Ven\8fe2a392,nl NED,DF,Wolfsburg,20-298,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
462,Nick Viergever\e38f1636,nl NED,DF,Greuther Fürth,32-192,1989,10.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
463,Andreas Voglsammer\daa78200,de GER,FW,Union Berlin,30-033,1992,6.1,2,23,10,43.5,3.76,1.63,0.09,0.20,12.8,1,0,0,2.0,2.0,0.09,0.0,0.0,Matches
464,Kevin Vogt\1d8e9add,de GER,DF,Hoffenheim,30-141,1991,18.9,0,3,0,0.0,0.16,0.00,0.00,,29.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
465,Aster Vranckx\f86cd5df,be BEL,MFFW,Wolfsburg,19-130,2002,8.6,2,18,6,33.3,2.09,0.70,0.11,0.33,20.6,4,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches
466,Luca Waldschmidt\e5a35ae9,de GER,MFFW,Wolfsburg,25-268,1996,7.8,1,15,3,20.0,1.93,0.39,0.07,0.33,17.4,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches
467,Paul Wanner\cb64672e,de GER,FWMF,Bayern Munich,16-050,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
468,Wout Weghorst\c4e87b8b,nl NED,FW,Wolfsburg,29-188,1992,17.3,6,38,19,50.0,2.20,1.10,0.13,0.26,11.9,0,1,2,8.9,7.4,0.19,-2.9,-2.4,Matches
469,Noah Weißhaupt\dd676a97,de GER,MFFW,Freiburg,20-144,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
470,Silvan Widmer\f68b64fc,ch SUI,DF,Mainz 05,28-343,1993,20.5,2,13,3,23.1,0.63,0.15,0.15,0.67,18.8,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches
471,Jetro Willems\9050ddc4,nl NED,DF,Greuther Fürth,27-318,1994,13.1,0,8,2,25.0,0.61,0.15,0.00,0.00,20.8,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
472,Patrick Wimmer\cb11b429,at AUT,FWMF,Arminia,20-257,2001,12.5,3,40,13,32.5,3.20,1.04,0.08,0.23,18.6,0,0,0,2.9,2.9,0.07,+0.1,+0.1,Matches
473,Jonas Wind\2077ae86,dk DEN,FW,Wolfsburg,23-004,1999,0.7,0,1,0,0.0,1.41,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
474,Frederik Winther\a1257b5e,dk DEN,DF,Augsburg,21-038,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
475,Florian Wirtz\e7fcf289,de GER,MFFW,Leverkusen,18-284,2003,16.3,6,29,12,41.4,1.78,0.74,0.21,0.50,16.8,1,0,0,4.8,4.8,0.17,+1.2,+1.2,Matches
476,Axel Witsel\5dfc6ad5,be BEL,MFDF,Dortmund,33-030,1989,11.6,0,4,0,0.0,0.35,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
477,Hannes Wolf\be42a291,at AUT,FWMF,M'Gladbach,22-301,1999,3.4,0,6,2,33.3,1.76,0.59,0.00,0.00,18.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
478,Marius Wolf\fa661778,de GER,DFFW,Dortmund,26-260,1995,6.4,0,11,5,45.5,1.72,0.78,0.00,0.00,16.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
479,Jeong Woo-yeong\6190474d,kr KOR,FWMF,Freiburg,22-144,1999,13.8,4,37,14,37.8,2.69,1.02,0.11,0.29,14.2,0,0,0,4.4,4.4,0.12,-0.4,-0.4,Matches
480,Joscha Wosz\80c9e555,de GER,DF,RB Leipzig,19-206,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
481,Dan-Axel Zagadou\a4effc55,fr FRA,DF,Dortmund,22-253,1999,3.7,0,3,1,33.3,0.81,0.27,0.00,0.00,7.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
482,Denis Zakaria\384d58d9,ch SUI,MFDF,M'Gladbach,25-083,1996,15.5,2,18,4,22.2,1.16,0.26,0.11,0.50,23.2,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
483,Deyovaisio Zeefuik\58a2e9f6,nl NED,DFMF,Hertha BSC,23-337,1998,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
484,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,27-106,1994,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
485,Andi Zeqiri\d01231f0,ch SUI,FWMF,Augsburg,22-234,1999,10.1,2,26,7,26.9,2.57,0.69,0.08,0.29,15.9,0,0,0,2.6,2.6,0.10,-0.6,-0.6,Matches
486,Simon Zoller\29f7cfd9,de GER,FW,Bochum,30-230,1991,4.0,2,5,3,60.0,1.25,0.75,0.40,0.67,9.4,0,0,0,1.4,1.4,0.27,+0.6,+0.6,Matches
