,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
433,Jean Onana\b5bb8188,cm CMR,MF,Bordeaux,22-034,2000,11,11,869,9.7,2,1,2,0,0,2,1,0.21,0.10,0.31,0.21,0.31,0.4,0.4,0.9,1.3,0.04,0.09,0.14,0.04,0.14,Matches
434,Otávio\243f4a0b,br BRA,MF,Bordeaux,27-283,1994,16,13,1147,12.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Matches
435,Dango Ouattara\2f9e4435,bf BFA,FWMF,Lorient,20-000,2002,11,3,329,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.13,0.03,0.16,0.13,0.16,Matches
436,Remi Oudin\ea02beaf,fr FRA,MFFW,Bordeaux,25-085,1996,20,14,1181,13.1,3,5,3,0,0,2,0,0.23,0.38,0.61,0.23,0.61,2.2,2.2,2.5,4.6,0.16,0.19,0.35,0.16,0.35,Matches
437,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,33-207,1988,18,18,1617,18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
438,Azzedine Ounahi\83299cc0,ma MAR,MF,Angers,21-298,2000,18,9,953,10.6,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.6,1.6,0.9,2.5,0.14,0.08,0.21,0.14,0.21,Matches
439,Ambroise Oyongo\e3e05edf,cm CMR,DF,Montpellier,30-234,1991,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
440,Vincent Pajot\f86ca403,fr FRA,MF,Metz,31-176,1990,20,18,1492,16.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
441,Nicolas Pallois\779847d6,fr FRA,DF,Nantes,34-145,1987,20,19,1644,18.3,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
442,Erik Palmer-Brown\e5c1e0ca,us USA,DF,Troyes,24-293,1997,6,5,444,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
443,Emerson Palmieri\e0bc6fdc,it ITA,DF,Lyon,27-192,1994,18,17,1467,16.3,1,1,1,0,0,2,1,0.06,0.06,0.12,0.06,0.12,0.8,0.8,1.7,2.5,0.05,0.11,0.16,0.05,0.16,Matches
444,Lucas Paquetá\9b6f7fd5,br BRA,FWMF,Lyon,24-168,1997,21,18,1537,17.1,7,3,6,1,1,3,0,0.41,0.18,0.59,0.35,0.53,8.2,7.5,2.8,10.3,0.48,0.16,0.64,0.44,0.60,Matches
445,Rubén Pardo\2306bfde,es ESP,MF,Bordeaux,29-112,1992,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
446,Leandro Paredes\dff153a4,ar ARG,MF,Paris S-G,27-227,1994,11,6,556,6.2,0,2,0,0,0,2,0,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
447,Strahinja Pavlović\25146df0,rs SRB,DF,Monaco,20-263,2001,7,5,451,5.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.09,0.00,0.09,0.09,0.09,Matches
448,Dimitri Payet\58ae47b2,fr FRA,FWMF,Marseille,34-319,1987,20,19,1734,19.3,8,9,5,3,3,1,0,0.42,0.47,0.88,0.26,0.73,5.6,3.3,8.0,11.3,0.29,0.42,0.71,0.17,0.59,Matches
449,Timothee Pembele\f8ce97ca,fr FRA,DF,Bordeaux,19-155,2002,22,14,1226,13.6,1,1,1,0,0,2,0,0.07,0.07,0.15,0.07,0.15,0.9,0.9,2.0,2.9,0.06,0.15,0.21,0.06,0.21,Matches
450,Mathias Pereira Lage\8846a40f,pt POR,DF,Angers,25-073,1996,15,3,399,4.4,1,1,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,0.4,0.4,0.6,1.0,0.09,0.14,0.23,0.09,0.23,Matches
451,Brayann Pereira\5c42e7ce,fr FRA,DF,Lens,18-266,2003,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
452,Danilo Pereira\8fd9996f,pt POR,MF,Paris S-G,30-155,1991,15,11,1063,11.8,4,0,4,0,0,2,0,0.34,0.00,0.34,0.34,0.34,2.1,2.1,0.0,2.1,0.18,0.00,0.18,0.18,0.18,Matches
453,Luan Peres Petroni\a5549ec1,br BRA,DF,Marseille,27-207,1994,23,20,1866,20.7,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,1.1,1.2,0.00,0.05,0.06,0.00,0.06,Matches
454,Lucas Perrin\49070d66,fr FRA,DF,Strasbourg,23-084,1998,19,17,1446,16.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.7,0.01,0.04,0.05,0.01,0.05,Matches
455,Danijel Petković\b98cea65,me MNE,GK,Angers,28-262,1993,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
456,Léo Pétrot\00638016,fr FRA,DF,Lorient,24-302,1997,9,9,753,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
457,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,33-346,1988,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
458,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,28-302,1993,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
459,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,23-243,1998,21,21,1835,20.4,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.7,1.2,0.03,0.03,0.06,0.03,0.06,Matches
460,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,27-179,1994,2,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
461,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,23-029,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
462,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,28-083,1993,19,16,1295,14.4,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,1.6,2.3,0.05,0.11,0.16,0.05,0.16,Matches
463,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,31-034,1991,15,13,1068,11.9,4,1,4,0,0,2,0,0.34,0.08,0.42,0.34,0.42,1.5,1.5,0.7,2.2,0.13,0.06,0.19,0.13,0.19,Matches
464,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,25-361,1996,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.89,0.89,0.00,0.89,Matches
465,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,28-364,1993,5,3,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.16,0.05,0.21,0.16,0.21,Matches
466,Predrag Rajković\58ad9383,rs SRB,GK,Reims,26-103,1995,23,23,2070,23.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
467,Adil Rami\8dbff17c,fr FRA,DF,Troyes,36-046,1985,10,9,802,8.9,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,0.7,0.7,0.0,0.7,0.08,0.00,0.08,0.08,0.08,Matches
468,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,35-318,1986,4,2,239,2.7,1,0,1,0,0,2,1,0.38,0.00,0.38,0.38,0.38,0.9,0.9,0.0,0.9,0.33,0.00,0.33,0.33,0.33,Matches
469,Elba Rashani\25749008,xk KVX,FW,Clermont Foot,28-278,1993,19,14,1187,13.2,5,3,5,0,0,2,0,0.38,0.23,0.61,0.38,0.61,2.6,2.6,2.5,5.0,0.20,0.19,0.38,0.20,0.38,Matches
470,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,19-334,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
471,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,28-163,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
472,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,28-334,1993,18,15,1294,14.4,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,2.1,2.1,1.2,3.3,0.14,0.08,0.23,0.14,0.23,Matches
473,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,26-103,1995,22,14,1360,15.1,1,2,1,0,0,2,0,0.07,0.13,0.20,0.07,0.20,0.4,0.4,1.7,2.1,0.03,0.11,0.14,0.03,0.14,Matches
474,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,19-257,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
475,Patrick Roberts\59d93937,eng ENG,DF,Troyes,25-006,1997,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,1.19,0.00,1.19,1.19,1.19,Matches
476,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,26-270,1995,16,14,1271,14.1,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,1.4,1.4,0.0,1.4,0.10,0.00,0.10,0.10,0.10,Matches
477,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,26-236,1995,12,9,848,9.4,1,1,1,0,0,6,0,0.11,0.11,0.21,0.11,0.21,2.7,2.7,0.2,2.9,0.28,0.03,0.31,0.28,0.31,Matches
478,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,27-066,1994,18,14,1256,14.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,1.8,1.8,0.7,2.4,0.13,0.05,0.17,0.13,0.17,Matches
479,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,25-035,1997,21,18,1580,17.6,0,2,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,1.0,1.0,0.5,1.5,0.05,0.03,0.08,0.05,0.08,Matches
480,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,25-063,1996,12,4,441,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.08,0.09,0.18,0.08,0.18,Matches
481,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,19-272,2002,3,0,73,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
482,Falaye Sacko\6388e356,ml MLI,DF,Saint-Étienne,26-286,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
483,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,21-333,2000,9,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.37,0.00,0.37,0.37,0.37,Matches
484,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,26-298,1995,13,7,538,6.0,5,0,5,0,0,2,0,0.84,0.00,0.84,0.84,0.84,3.7,3.7,0.6,4.3,0.62,0.10,0.73,0.62,0.73,Matches
485,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,31-363,1990,19,19,1693,18.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,2,1,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.05,0.16,0.11,0.16,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22,22,1980,22.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.6,1.8,0.05,0.03,0.08,0.05,0.08,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,20,20,1785,19.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.01,0.01,0.02,0.01,0.02,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,19,15,1233,13.7,3,1,3,0,0,0,0,0.22,0.07,0.29,0.22,0.29,3.9,3.9,1.0,4.9,0.28,0.07,0.36,0.28,0.36,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,20,12,1107,12.3,1,0,1,0,0,5,1,0.08,0.00,0.08,0.08,0.08,1.1,1.1,0.4,1.4,0.09,0.03,0.12,0.09,0.12,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,14,11,934,10.4,1,3,1,0,0,4,0,0.10,0.29,0.39,0.10,0.39,0.3,0.3,2.2,2.4,0.03,0.21,0.23,0.03,0.23,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,19,13,1172,13.0,1,1,1,0,0,5,0,0.08,0.08,0.15,0.08,0.15,0.7,0.7,0.7,1.4,0.06,0.05,0.11,0.06,0.11,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,2,0,22,0.2,1,0,1,0,0,1,0,4.09,0.00,4.09,4.09,4.09,0.8,0.8,0.0,0.8,3.27,0.00,3.27,3.27,3.27,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,18,18,1525,16.9,5,6,4,1,1,7,2,0.30,0.35,0.65,0.24,0.59,3.3,2.6,2.9,5.5,0.20,0.17,0.37,0.15,0.32,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,10,2,226,2.5,0,1,0,0,0,0,1,0.00,0.40,0.40,0.00,0.40,0.2,0.2,0.1,0.3,0.09,0.04,0.13,0.09,0.13,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,9,5,422,4.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.12,0.02,0.14,0.12,0.14,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,11,9,679,7.5,2,3,2,0,0,0,0,0.27,0.40,0.66,0.27,0.66,0.6,0.6,2.4,3.0,0.08,0.31,0.40,0.08,0.40,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,12,9,735,8.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,1.0,0.01,0.11,0.12,0.01,0.12,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,2,1,80,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.11,0.21,0.10,0.21,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,21,18,1508,16.8,1,5,1,0,0,2,0,0.06,0.30,0.36,0.06,0.36,0.8,0.8,3.6,4.4,0.05,0.22,0.26,0.05,0.26,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,6,5,405,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,19,18,1487,16.5,2,6,2,0,0,2,0,0.12,0.36,0.48,0.12,0.48,2.5,2.5,4.9,7.4,0.15,0.30,0.45,0.15,0.45,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.29,0.29,0.00,0.29,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,7,6,436,4.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.03,0.07,0.10,0.03,0.10,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,20,18,1540,17.1,1,5,1,0,0,3,0,0.06,0.29,0.35,0.06,0.35,1.8,1.8,3.8,5.6,0.11,0.22,0.33,0.11,0.33,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,1,1,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,6,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.14,0.09,0.23,0.14,0.23,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,12,6,573,6.4,1,1,1,0,0,3,0,0.16,0.16,0.31,0.16,0.31,1.8,1.8,0.7,2.5,0.28,0.11,0.39,0.28,0.39,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,21,14,1317,14.6,4,4,2,2,2,4,0,0.27,0.27,0.55,0.14,0.41,5.5,4.0,1.9,5.9,0.38,0.13,0.51,0.27,0.40,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,9,1,146,1.6,3,0,3,0,0,1,0,1.85,0.00,1.85,1.85,1.85,2.2,2.2,0.1,2.3,1.36,0.06,1.42,1.36,1.42,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,20,13,1163,12.9,0,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.4,0.6,0.01,0.03,0.05,0.01,0.05,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,11,9,835,9.3,2,1,2,0,0,2,0,0.22,0.11,0.32,0.22,0.32,0.4,0.4,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,15,8,786,8.7,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.6,2.6,1.6,4.2,0.30,0.18,0.48,0.30,0.48,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,19,11,1004,11.2,4,2,4,0,0,3,0,0.36,0.18,0.54,0.36,0.54,2.6,2.6,1.4,4.0,0.23,0.12,0.36,0.23,0.36,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,1,1,67,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,5,1,121,1.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,16,15,1343,14.9,2,3,2,0,0,1,0,0.13,0.20,0.34,0.13,0.34,2.0,2.0,2.7,4.7,0.13,0.18,0.32,0.13,0.32,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,16,15,1372,15.2,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,2.1,2.4,0.02,0.14,0.16,0.02,0.16,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,5,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.45,0.00,0.45,0.45,0.45,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,9,1,205,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,22,20,1821,20.2,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.6,1.6,2.0,3.5,0.08,0.10,0.18,0.08,0.18,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,4,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.18,0.18,0.00,0.18,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,15,1,290,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,0.8,0.8,1.0,1.8,0.26,0.31,0.57,0.26,0.57,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,22,22,1535,17.1,11,0,11,0,0,1,0,0.64,0.00,0.64,0.64,0.64,7.4,7.4,2.0,9.4,0.43,0.12,0.55,0.43,0.55,Matches
532,Sada Thioub\f4bc42b1,sn SEN,DFFW,Saint-Étienne,26-255,1995,4,2,186,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.10,0.13,0.03,0.13,Matches
533,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,26-255,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
534,Romain Thomas\275e2c51,fr FRA,DF,Angers,33-244,1988,19,18,1647,18.3,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.1,1.1,0.05,0.00,0.06,0.05,0.06,Matches
535,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,28-063,1993,21,18,1628,18.1,7,4,7,0,0,2,1,0.39,0.22,0.61,0.39,0.61,5.9,5.9,3.0,8.9,0.33,0.17,0.49,0.33,0.49,Matches
536,Thuler\db23d9fc,br BRA,DF,Montpellier,22-338,1999,10,7,552,6.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
537,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,20-322,2001,22,10,1033,11.5,3,2,3,0,0,1,0,0.26,0.17,0.44,0.26,0.44,2.1,2.1,1.5,3.6,0.19,0.13,0.32,0.19,0.32,Matches
538,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,22-344,1999,6,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.06,0.12,0.06,0.12,Matches
539,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,22-043,1999,22,21,1865,20.7,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,2.2,2.2,0.7,2.9,0.11,0.03,0.14,0.11,0.14,Matches
540,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,29-150,1992,17,14,1228,13.6,5,2,3,2,2,2,0,0.37,0.15,0.51,0.22,0.37,6.3,4.8,2.2,7.0,0.46,0.16,0.62,0.35,0.51,Matches
541,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,35-075,1986,16,13,1026,11.4,2,0,2,0,0,0,0,0.18,0.00,0.18,0.18,0.18,3.8,3.8,0.4,4.2,0.33,0.04,0.37,0.33,0.37,Matches
