,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
410,Kévin N'Doram\e50623a0,fr FRA,MFDF,Metz,26-020,1996,7.4,242,233,9,9,0,37,9,0,0,0,0,0,180,30,32,11,214,7,0,2,199,1,3,10,5,Matches
411,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,28-218,1993,20.7,1257,1033,224,18,1,168,27,51,3,0,3,0,757,280,220,924,98,20,203,1,983,2,14,59,36,Matches
412,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,22-344,1999,14.9,595,576,19,17,0,87,16,0,0,0,0,0,456,47,92,474,53,36,2,1,496,2,9,18,2,Matches
413,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,27-269,1994,22.0,537,296,241,65,1,20,15,0,0,0,0,0,201,20,316,40,402,1,0,75,296,2,22,3,1,Matches
414,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,35-058,1986,12.7,346,243,103,16,0,20,5,0,0,0,0,0,276,22,48,40,241,0,0,60,314,0,4,7,0,Matches
415,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,22-037,2000,5.5,230,183,47,0,0,23,6,18,2,0,1,0,138,49,43,165,14,5,44,1,166,0,7,11,10,Matches
416,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,25-045,1996,0.5,48,44,4,4,0,9,0,0,0,0,0,0,42,4,2,1,47,0,0,0,45,0,0,2,0,Matches
417,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,21-109,2000,2.3,54,53,1,0,0,16,1,2,0,0,0,0,39,5,10,6,41,3,0,1,38,1,1,5,0,Matches
418,Neymar\69384e5d,br BRA,FWMF,Paris S-G,30-006,1992,9.2,601,556,45,14,5,96,10,20,24,15,2,0,452,68,81,66,513,9,5,6,459,6,8,43,20,Matches
419,Yvan Neyou\0ad37003,cm CMR,MF,Saint-Étienne,25-039,1997,9.9,473,458,15,11,0,60,9,1,2,0,0,0,378,39,56,42,407,13,2,5,403,3,12,9,5,Matches
420,Opa Nguette\75a63397,sn SEN,FWMF,Metz,27-218,1994,9.0,186,178,8,1,0,36,0,2,0,0,0,0,145,19,22,14,146,11,1,0,139,0,3,12,7,Matches
421,Sikou Niakaté\8eef18aa,fr FRA,DF,Metz,22-216,1999,4.2,125,119,6,5,1,11,2,0,1,0,1,0,95,11,19,100,15,7,0,0,106,0,2,3,4,Matches
422,Ibrahima Niane\46faabfa,sn SEN,FW,Metz,22-337,1999,15.0,359,325,34,1,0,99,3,5,0,0,0,0,226,83,50,19,258,30,3,5,262,0,14,17,12,Matches
423,M'Baye Niang\2054d037,sn SEN,FW,Bordeaux,27-054,1994,2.7,53,44,9,0,0,19,2,2,0,0,0,0,36,11,6,12,35,2,1,0,39,0,1,4,4,Matches
424,Cheikh Niasse\ff20acfe,sn SEN,MFFW,Lille,22-023,2000,0.5,25,25,0,0,0,9,0,0,0,0,0,0,20,1,4,2,17,2,0,1,20,1,0,1,1,Matches
425,Casimir Ninga\91f2da4c,td CHA,FW,Angers,28-270,1993,3.2,53,50,3,0,1,14,1,2,0,0,0,0,41,6,6,3,44,1,2,3,41,0,0,1,3,Matches
426,Arnaud Nordin\7b9a9e25,fr FRA,MFFW,Saint-Étienne,23-239,1998,12.0,396,355,41,6,0,75,14,24,27,11,14,1,281,52,63,200,166,14,6,2,301,2,8,12,16,Matches
427,Alexander Nübel\afb0c500,de GER,GK,Monaco,25-134,1996,23.0,689,492,197,46,0,42,25,0,0,0,0,0,399,31,259,115,454,2,0,94,516,1,16,6,2,Matches
428,Gerzino Nyamsi\6043997c,fr FRA,DF,Strasbourg,25-020,1997,18.2,791,766,25,17,0,55,27,1,0,0,0,0,597,54,140,103,621,42,2,3,682,3,8,14,7,Matches
429,Florent Ogier\6993927b,fr FRA,DF,Clermont Foot,32-327,1989,18.3,1007,983,24,22,0,75,22,1,0,0,0,0,727,82,198,188,741,55,1,3,856,4,21,17,10,Matches
430,Warmed Omari\4534a352,fr FRA,DF,Rennes,21-294,2000,16.1,973,950,23,22,0,91,36,2,0,0,0,0,811,81,81,140,766,40,1,3,896,0,8,14,10,Matches
431,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,28-032,1994,17.8,698,471,227,51,0,42,19,0,0,0,0,0,411,25,262,88,486,0,0,112,540,1,25,2,2,Matches
432,Amadou Onana\828657ff,be BEL,MF,Lille,20-179,2001,7.8,356,353,3,3,0,64,10,1,0,0,0,0,273,42,41,59,275,12,0,1,298,2,9,13,4,Matches
433,Jean Onana\b5bb8188,cm CMR,MF,Bordeaux,22-034,2000,9.7,565,552,13,9,3,90,14,3,1,1,0,0,426,45,94,118,407,15,3,3,471,3,9,13,10,Matches
434,Otávio\243f4a0b,br BRA,MF,Bordeaux,27-283,1994,12.7,703,685,18,18,0,96,29,3,0,0,0,0,560,44,99,71,597,27,0,2,626,1,7,12,8,Matches
435,Dango Ouattara\2f9e4435,bf BFA,FWMF,Lorient,20-000,2002,3.7,125,121,4,0,0,28,0,8,0,0,0,0,71,33,21,65,34,14,3,0,72,0,5,10,9,Matches
436,Remi Oudin\ea02beaf,fr FRA,MFFW,Bordeaux,25-085,1996,13.1,438,408,30,12,3,87,24,26,9,7,0,1,264,67,107,319,64,34,9,1,288,5,15,23,16,Matches
437,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,33-207,1988,18.0,499,297,202,63,0,13,24,0,0,0,0,0,178,35,286,32,324,0,0,108,316,1,22,7,1,Matches
438,Azzedine Ounahi\83299cc0,ma MAR,MF,Angers,21-298,2000,10.6,589,584,5,4,0,124,10,5,0,0,0,0,506,49,34,31,536,13,1,2,514,0,5,20,5,Matches
439,Ambroise Oyongo\e3e05edf,cm CMR,DF,Montpellier,30-234,1991,0.2,12,10,2,1,0,1,0,0,0,0,0,0,9,1,2,8,3,0,1,0,8,1,0,0,2,Matches
440,Vincent Pajot\f86ca403,fr FRA,MF,Metz,31-176,1990,16.6,679,651,28,20,0,79,20,5,0,0,0,0,527,51,101,59,576,22,1,3,590,1,10,16,9,Matches
441,Nicolas Pallois\779847d6,fr FRA,DF,Nantes,34-145,1987,18.3,733,709,24,22,0,83,19,3,0,0,0,0,523,64,146,593,66,47,2,2,592,2,20,18,11,Matches
442,Erik Palmer-Brown\e5c1e0ca,us USA,DF,Troyes,24-293,1997,4.9,204,201,3,3,0,21,5,0,0,0,0,0,159,15,30,32,157,8,0,0,173,1,2,2,2,Matches
443,Emerson Palmieri\e0bc6fdc,it ITA,DF,Lyon,27-192,1994,16.3,1102,953,149,14,0,126,17,27,17,2,13,0,776,153,173,857,80,28,118,4,940,2,9,27,20,Matches
444,Lucas Paquetá\9b6f7fd5,br BRA,FWMF,Lyon,24-168,1997,17.1,844,802,42,9,3,187,11,14,5,2,0,1,669,97,78,671,114,16,13,9,667,4,15,40,27,Matches
445,Rubén Pardo\2306bfde,es ESP,MF,Bordeaux,29-112,1992,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
446,Leandro Paredes\dff153a4,ar ARG,MF,Paris S-G,27-227,1994,6.2,635,620,15,13,0,45,10,0,0,0,0,0,573,32,30,59,563,6,2,2,601,0,1,8,5,Matches
447,Strahinja Pavlović\25146df0,rs SRB,DF,Monaco,20-263,2001,5.0,394,387,7,6,1,34,8,4,0,0,0,0,298,33,63,283,85,14,1,1,334,1,3,5,6,Matches
448,Dimitri Payet\58ae47b2,fr FRA,FWMF,Marseille,34-319,1987,19.3,1089,930,159,38,9,137,73,57,92,44,38,2,732,122,235,142,915,2,15,13,822,7,21,46,26,Matches
449,Timothee Pembele\f8ce97ca,fr FRA,DF,Bordeaux,19-155,2002,13.6,542,385,157,8,1,82,4,25,0,0,0,0,299,173,70,33,324,25,149,0,398,0,10,34,30,Matches
450,Mathias Pereira Lage\8846a40f,pt POR,DF,Angers,25-073,1996,4.4,210,167,43,5,0,15,2,7,0,0,0,0,108,61,41,30,124,14,37,1,145,0,3,10,7,Matches
451,Brayann Pereira\5c42e7ce,fr FRA,DF,Lens,18-266,2003,0.1,8,8,0,0,0,1,0,0,0,0,0,0,7,0,1,0,7,0,0,0,6,0,0,0,1,Matches
452,Danilo Pereira\8fd9996f,pt POR,MF,Paris S-G,30-155,1991,11.8,886,878,8,8,0,109,22,0,0,0,0,0,785,58,43,37,821,12,0,2,836,0,8,13,7,Matches
453,Luan Peres Petroni\a5549ec1,br BRA,DF,Marseille,27-207,1994,20.7,1369,1213,156,26,0,148,28,13,0,0,0,0,1043,180,146,1090,103,30,129,0,1219,2,18,20,9,Matches
454,Lucas Perrin\49070d66,fr FRA,DF,Strasbourg,23-084,1998,16.1,856,807,49,34,1,75,23,5,0,0,0,0,655,64,137,82,713,33,15,1,743,1,8,13,9,Matches
455,Danijel Petković\b98cea65,me MNE,GK,Angers,28-262,1993,10.0,308,211,97,21,0,10,1,0,0,0,0,0,181,15,112,37,205,0,0,56,231,2,2,3,0,Matches
456,Léo Pétrot\00638016,fr FRA,DF,Lorient,24-302,1997,8.4,422,414,8,7,0,30,9,1,0,0,0,0,323,20,79,343,56,15,1,0,358,0,4,15,1,Matches
457,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,33-346,1988,0.3,7,7,0,0,0,1,0,0,0,0,0,0,5,1,1,0,6,1,0,0,5,0,0,0,1,Matches
458,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,28-302,1993,0.1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,0,0,Matches
459,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,23-243,1998,20.4,1067,858,209,9,0,110,14,27,0,0,0,0,680,205,182,39,788,28,200,1,886,1,11,33,31,Matches
460,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,27-179,1994,1.2,34,27,7,1,0,3,1,0,0,0,0,0,23,0,11,7,17,0,0,7,28,0,0,0,0,Matches
461,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,23-029,1999,2.0,77,44,33,7,0,2,2,0,0,0,0,0,33,3,41,3,58,1,0,10,51,0,3,0,0,Matches
462,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,28-083,1993,14.4,827,790,37,22,0,110,53,6,14,8,6,0,570,94,163,127,654,30,1,4,710,2,11,22,12,Matches
463,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,31-034,1991,11.9,325,290,35,10,1,102,15,21,16,4,10,0,187,50,88,50,223,16,0,2,211,3,14,20,12,Matches
464,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,25-361,1996,0.2,10,10,0,0,0,2,0,1,0,0,0,0,8,2,0,1,9,0,0,0,9,0,0,0,0,Matches
465,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,28-364,1993,2.4,185,182,3,2,0,32,1,0,1,0,0,1,158,20,7,158,23,0,0,2,168,0,1,7,2,Matches
466,Predrag Rajković\58ad9383,rs SRB,GK,Reims,26-103,1995,23.0,705,478,227,71,0,35,17,0,0,0,0,0,352,32,321,85,466,1,0,119,495,5,24,3,2,Matches
467,Adil Rami\8dbff17c,fr FRA,DF,Troyes,36-046,1985,8.9,338,324,14,10,0,37,25,0,0,0,0,0,245,32,61,41,274,9,4,1,280,1,13,6,6,Matches
468,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,35-318,1986,2.7,289,285,4,3,0,22,18,0,0,0,0,0,232,20,37,24,252,8,1,2,271,1,6,4,0,Matches
469,Elba Rashani\25749008,xk KVX,FW,Clermont Foot,28-278,1993,13.2,400,392,8,0,2,73,10,20,4,0,2,0,303,55,42,294,75,16,3,2,318,0,8,19,19,Matches
470,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,19-334,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,Matches
471,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,28-163,1993,0.3,8,6,2,2,0,0,0,0,0,0,0,0,4,1,3,0,6,0,0,1,7,0,0,0,0,Matches
472,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,28-334,1993,14.4,491,450,41,5,2,107,12,29,1,1,0,0,320,93,78,115,297,25,28,4,351,0,9,30,25,Matches
473,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,26-103,1995,15.1,774,609,165,16,4,81,20,33,0,0,0,0,425,167,182,492,105,17,149,1,594,3,14,25,21,Matches
474,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,19-257,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,Matches
475,Patrick Roberts\59d93937,eng ENG,DF,Troyes,25-006,1997,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,5,1,0,0,0,5,0,0,0,1,Matches
476,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,26-270,1995,14.1,572,564,8,5,0,61,12,0,0,0,0,0,445,48,79,48,473,27,3,2,501,1,10,13,6,Matches
477,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,26-236,1995,9.4,221,197,24,1,0,50,5,3,5,4,0,0,147,34,40,7,191,8,3,2,166,1,7,6,11,Matches
478,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,27-066,1994,14.0,1147,1061,86,28,1,160,24,9,0,0,0,0,924,128,95,196,856,24,56,4,1041,2,7,18,16,Matches
479,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,25-035,1997,17.6,1010,986,24,21,1,163,11,5,0,0,0,0,801,104,105,91,856,38,3,4,886,5,7,28,8,Matches
480,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,25-063,1996,4.9,218,212,6,1,0,41,2,3,2,0,2,0,162,29,27,159,36,10,1,2,182,1,2,7,8,Matches
481,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,19-272,2002,0.8,18,18,0,0,0,5,0,1,0,0,0,0,11,5,2,3,12,2,0,0,13,0,0,0,1,Matches
482,Falaye Sacko\6388e356,ml MLI,DF,Saint-Étienne,26-286,1995,1.0,79,79,0,0,0,5,4,1,0,0,0,0,70,5,4,3,73,3,0,0,73,0,1,1,1,Matches
483,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,21-333,2000,0.7,36,35,1,0,0,4,0,1,0,0,0,0,26,8,2,5,26,4,1,0,27,0,0,3,2,Matches
484,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,26-298,1995,6.0,191,186,5,2,0,35,5,9,0,0,0,0,134,26,31,57,128,3,2,1,141,2,4,9,9,Matches
485,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,31-363,1990,18.8,958,924,34,30,1,77,9,0,0,0,0,0,749,69,140,721,170,43,3,1,850,2,13,13,7,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,0.9,21,18,3,2,0,6,0,1,0,0,0,0,16,2,3,18,0,1,0,1,15,0,0,1,0,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22.0,1832,1772,60,42,0,154,40,5,0,0,0,0,1636,94,102,88,1680,30,18,4,1719,2,10,29,13,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1.0,32,28,4,1,0,1,2,0,0,0,0,0,20,4,8,19,5,0,0,8,29,0,1,0,0,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,19.8,907,818,89,40,2,86,29,4,0,0,0,0,673,107,127,158,639,40,49,6,790,1,17,22,14,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,13.7,309,301,8,0,1,74,6,13,0,0,0,0,228,50,31,50,223,11,5,8,219,0,7,15,23,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,12.3,521,398,123,8,0,62,15,31,0,0,0,0,281,115,125,65,320,12,115,0,403,1,7,26,10,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,10.4,671,622,49,17,3,100,38,24,23,6,11,1,451,75,145,66,586,7,7,1,530,4,23,20,14,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,0.8,27,26,1,0,0,3,0,0,0,0,0,0,17,4,6,1,23,2,1,0,20,0,2,0,0,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,13.0,656,646,10,9,0,117,21,8,0,0,0,0,482,66,108,52,538,31,1,5,548,2,14,18,17,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,0.2,20,19,1,1,0,5,0,2,0,0,0,0,13,4,3,17,3,0,0,0,13,0,0,1,2,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,0.4,5,4,1,0,0,3,0,0,0,0,0,0,1,1,3,0,1,1,0,0,2,1,0,0,0,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,16.9,1028,878,150,66,5,129,89,58,55,19,21,7,522,149,357,127,834,37,16,5,695,6,44,39,34,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,2.5,170,167,3,2,0,23,3,0,0,0,0,0,127,20,23,20,142,5,1,0,149,1,1,4,1,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,4.7,207,206,1,1,0,44,2,1,0,0,0,0,163,21,23,44,144,5,0,1,180,0,0,6,1,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22.0,570,396,174,32,0,28,15,0,0,0,0,0,292,18,260,41,422,0,0,79,409,3,13,2,1,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,7.5,346,309,37,4,3,50,23,18,29,13,7,1,235,37,74,275,61,3,4,2,265,1,10,12,12,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,0.2,6,6,0,0,0,0,1,0,0,0,0,0,3,1,2,0,6,0,0,0,4,0,0,0,0,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,0,0,0,4,0,0,0,0,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,8.2,582,507,75,10,1,50,13,17,2,0,1,0,384,106,92,44,450,20,63,0,470,3,5,23,10,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,0.9,27,27,0,0,0,11,1,0,0,0,0,0,13,12,2,2,18,3,0,4,22,0,0,1,1,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,16.8,1041,871,170,25,4,117,11,46,10,8,0,0,666,200,175,794,82,24,135,3,813,6,13,41,39,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,4.5,198,147,51,1,0,23,2,3,0,0,0,0,89,45,64,96,29,12,50,0,141,2,4,6,11,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,16.5,542,438,104,30,0,99,37,72,61,32,22,5,299,88,155,99,405,16,13,3,349,0,12,26,27,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,0.4,13,13,0,0,0,4,1,0,0,0,0,0,8,3,2,0,11,0,0,1,9,0,0,1,1,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,4.8,213,212,1,1,1,45,0,4,0,0,0,0,174,19,20,30,180,2,0,1,185,1,1,6,9,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,17.1,757,745,12,8,3,118,17,12,0,0,0,0,561,92,104,150,536,28,2,5,628,3,14,18,20,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,0.5,9,5,4,0,0,0,0,0,0,0,0,0,4,4,1,0,4,1,4,0,7,0,0,1,0,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,1.1,49,47,2,0,0,10,1,0,0,0,0,0,32,6,11,13,29,2,2,0,33,0,1,3,3,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,6.4,193,184,9,0,3,44,2,2,0,0,0,0,140,36,17,31,132,9,1,8,151,1,4,8,4,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,14.6,598,581,17,3,2,165,33,21,0,0,0,0,378,93,127,37,472,34,3,2,439,1,13,34,22,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,1.6,27,25,2,0,0,6,0,1,0,0,0,0,12,11,4,5,13,3,1,1,17,0,1,1,3,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,12.9,582,463,119,6,1,54,12,21,0,0,0,0,314,156,112,49,390,20,113,1,424,2,16,23,25,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,9.3,497,479,18,11,0,56,20,3,0,0,0,0,367,52,78,46,400,27,7,1,424,1,5,12,9,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,8.7,309,283,26,10,2,71,7,13,10,4,4,1,206,49,54,257,36,10,6,0,223,2,9,15,9,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,11.2,357,350,7,1,1,59,28,30,1,0,1,0,262,38,57,54,288,5,4,1,284,1,6,19,14,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,0.7,34,34,0,0,0,2,0,0,0,0,0,0,24,4,6,4,28,1,0,0,22,0,1,1,2,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,1.3,57,52,5,0,0,11,1,0,0,0,0,0,40,8,9,9,41,1,5,0,46,0,0,4,0,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,14.9,820,800,20,16,6,143,22,15,0,0,0,0,639,82,99,57,734,15,4,5,710,2,14,27,15,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,15.2,1082,975,107,43,2,143,72,18,55,26,23,1,732,112,238,156,873,29,9,1,900,4,14,33,10,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,0.0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,0.5,22,21,1,1,0,7,0,1,0,0,0,0,14,7,1,16,3,2,0,0,16,0,0,1,1,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,2.3,98,91,7,4,0,8,5,1,2,0,1,0,75,7,16,60,34,2,0,0,86,0,2,1,0,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,20.2,1351,1307,44,43,2,214,33,11,0,0,0,0,1073,107,171,145,1097,63,1,6,1177,5,11,32,14,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,0.5,19,18,1,0,0,2,1,1,1,1,0,0,14,0,5,3,15,1,0,0,13,0,1,3,0,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,3.2,88,83,5,0,0,19,1,1,0,0,0,0,64,18,6,31,47,4,2,0,73,0,0,2,4,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,17.1,501,484,17,2,1,133,16,18,0,0,0,0,345,83,73,37,413,21,1,8,393,4,9,18,13,Matches
532,Sada Thioub\f4bc42b1,sn SEN,DFFW,Saint-Étienne,26-255,1995,2.1,106,92,14,0,0,20,1,6,0,0,0,0,70,17,19,17,69,3,14,0,84,0,3,2,0,Matches
533,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,26-255,1995,0.0,4,4,0,0,0,2,0,0,0,0,0,0,2,1,1,0,3,0,0,0,2,0,0,0,1,Matches
534,Romain Thomas\275e2c51,fr FRA,DF,Angers,33-244,1988,18.3,1114,1070,44,39,0,93,67,0,0,0,0,0,857,79,178,928,109,48,5,1,988,1,17,12,5,Matches
535,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,28-063,1993,18.1,916,876,40,12,5,182,16,38,6,0,2,0,678,126,112,171,682,33,15,6,711,4,13,35,40,Matches
536,Thuler\db23d9fc,br BRA,DF,Montpellier,22-338,1999,6.1,217,211,6,4,0,22,6,1,0,0,0,0,168,22,27,8,194,8,1,0,186,0,9,2,3,Matches
537,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,20-322,2001,11.5,638,621,17,16,3,96,13,2,0,0,0,0,506,56,76,108,496,19,1,3,548,1,12,16,14,Matches
538,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,22-344,1999,1.7,36,34,2,0,0,4,0,1,1,0,0,0,33,3,0,9,25,2,0,0,33,0,0,1,0,Matches
539,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,22-043,1999,20.7,1407,1370,37,36,1,138,35,2,0,0,0,0,1144,70,193,88,1241,51,1,5,1242,4,17,26,11,Matches
540,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,29-150,1992,13.6,520,508,12,0,3,109,8,30,0,0,0,0,360,92,68,57,425,13,10,1,416,2,3,20,19,Matches
541,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,35-075,1986,11.4,212,188,24,0,0,43,2,6,0,0,0,0,143,53,16,20,160,8,0,13,164,0,2,13,8,Matches
542,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,19-341,2002,0.2,4,4,0,0,0,2,0,0,0,0,0,0,2,2,0,1,2,1,0,0,2,0,0,1,0,Matches
543,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,20-175,2001,10.0,411,399,12,12,0,68,13,0,0,0,0,0,321,35,55,13,372,11,0,4,333,2,6,19,8,Matches
544,Charles Traore\de488e56,ml MLI,DF,Nantes,30-041,1992,6.5,325,254,71,3,0,33,3,4,0,0,0,0,191,69,65,203,37,14,68,0,259,0,6,15,9,Matches
545,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,30-015,1992,17.3,1149,975,174,20,2,107,22,41,0,0,0,0,752,225,172,143,779,55,154,2,949,6,20,46,26,Matches
546,Ismaël Traoré\b666421b,ci CIV,DF,Angers,35-177,1986,21.7,1075,1041,34,33,0,103,14,2,0,0,0,0,898,69,108,99,913,39,1,5,976,1,5,14,15,Matches
547,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,29-170,1992,8.3,471,394,77,9,1,62,13,21,0,0,0,0,272,100,99,357,25,16,68,0,337,2,7,27,27,Matches
548,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,20-083,2001,9.3,605,520,85,7,1,73,7,25,0,0,0,0,415,101,89,438,61,24,78,0,499,3,7,19,25,Matches
