,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
396,Xaver Schlager\8f056768,at AUT,MF,Wolfsburg,24-136,1997,2.6,145,1,23,111,19,0,142,2,3,66.7,2,0,106,582,334,12,1,0,3,3,100,98,98.0,5,Matches
397,Keven Schlotterbeck\f6bdc830,de GER,DF,Freiburg,24-289,1997,2.1,121,19,78,46,3,2,120,0,0,,0,0,62,309,101,1,0,0,0,1,60,60,100.0,0,Matches
398,Nico Schlotterbeck\34e12499,de GER,DF,Freiburg,22-072,1999,18.2,1202,152,591,609,92,38,1178,14,23,60.9,14,0,710,3819,2439,72,13,0,12,11,747,717,96.0,13,Matches
399,Jonathan Schmid\088ca1bd,fr FRA,DF,Freiburg,31-230,1990,2.1,95,6,32,45,23,3,81,1,1,100.0,1,0,58,247,145,6,1,0,2,1,59,48,81.4,3,Matches
400,Benno Schmitz\ad00b1a8,de GER,DF,Köln,27-086,1994,18.7,1335,43,388,630,394,17,1102,4,12,33.3,5,2,677,3206,1968,71,37,5,19,5,784,720,91.8,31,Matches
401,Alessandro Schöpf\106bca06,at AUT,MF,Arminia,28-004,1994,17.4,885,23,157,462,333,35,837,20,36,55.6,22,3,558,2949,1382,68,24,6,28,30,617,496,80.4,63,Matches
402,Nico Schulz\fa274d97,de GER,DF,Dortmund,28-316,1993,6.8,591,11,167,325,145,16,514,5,11,45.5,6,0,368,1655,930,46,13,4,5,11,400,376,94.0,22,Matches
403,Marvin Schwäbe\87436846,de GER,GK,Köln,26-292,1995,9.0,441,370,437,5,0,0,353,0,0,,0,0,237,885,390,0,0,0,0,0,271,271,100.0,0,Matches
404,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,29-254,1992,21.0,818,741,818,0,0,0,589,0,0,,0,0,384,1738,799,0,0,0,0,0,368,366,99.5,0,Matches
405,Paul Seguin\8872ed17,de GER,MF,Greuther Fürth,26-319,1995,18.0,1022,38,201,630,254,23,979,15,27,55.6,16,0,628,3306,1247,50,16,4,18,14,727,646,88.9,28,Matches
406,Davie Selke\1238a3f9,de GER,FW,Hertha BSC,27-022,1995,5.4,162,4,17,92,58,22,149,3,5,60.0,3,0,71,283,160,4,2,0,17,3,215,118,54.9,18,Matches
407,Suat Serdar\b3325a30,de GER,MFFW,Hertha BSC,24-306,1997,16.0,620,20,163,358,155,37,614,36,63,57.1,36,2,489,2859,1660,67,19,7,34,42,499,380,76.2,54,Matches
408,Janni Serra\40b58bfc,de GER,FW,Arminia,23-335,1998,5.8,237,17,29,126,86,29,227,7,12,58.3,8,1,119,314,100,5,1,2,28,21,312,154,49.4,40,Matches
409,Zidan Sertdemir\eec1f7f4,dk DEN,MFFW,Leverkusen,17-007,2005,0.2,12,0,2,5,6,0,9,0,0,,0,0,6,21,15,2,1,0,1,2,7,6,85.7,2,Matches
410,Nils Seufert\0da32a38,de GER,MF,Greuther Fürth,25-008,1997,1.1,38,3,15,20,5,0,37,0,0,,0,0,26,117,40,2,1,0,1,0,31,21,67.7,2,Matches
411,Kiliann Sildillia\313254a3,fr FRA,DF,Freiburg,19-271,2002,1.2,78,12,32,38,14,1,66,0,1,0.0,0,0,39,173,88,5,2,0,0,0,37,30,81.1,0,Matches
412,André Silva\3effaa34,pt POR,FW,RB Leipzig,26-097,1995,15.5,589,12,32,256,319,112,555,16,46,34.8,21,1,392,1296,545,36,9,11,54,37,809,431,53.3,145,Matches
413,Mohamed Simakan\fcb27134,fr FRA,DF,RB Leipzig,21-284,2000,14.5,1037,105,486,531,81,20,1011,9,11,81.8,9,0,684,3794,1783,47,17,1,7,10,686,675,98.4,2,Matches
414,Daley Sinkgraven\73000a79,nl NED,DF,Leverkusen,26-222,1995,2.6,174,6,50,94,40,7,145,3,5,60.0,3,0,115,706,315,14,4,2,2,1,117,109,93.2,3,Matches
415,Ellyes Skhiri\c2211709,tn TUN,MF,Köln,26-277,1995,8.6,525,56,178,296,73,11,504,9,12,75.0,10,0,295,1259,524,19,4,2,10,8,303,281,92.7,18,Matches
416,Robert Skov\ff98492b,dk DEN,DFFW,Hoffenheim,25-267,1996,2.7,156,5,34,64,66,12,136,0,3,0.0,0,0,94,475,215,12,3,4,8,1,119,105,88.2,15,Matches
417,Danilo Soares\c05f2f8c,br BRA,DF,Bochum,30-105,1991,19.5,1441,107,507,712,326,7,1181,24,42,57.1,27,3,751,4308,2256,111,42,3,15,18,706,647,91.6,16,Matches
418,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,33-056,1988,21.0,928,713,924,6,0,0,744,0,0,,0,0,534,2367,1263,0,0,0,0,0,516,516,100.0,0,Matches
419,Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,24-021,1998,16.8,1254,43,323,570,471,22,1036,18,28,64.3,18,2,795,4738,2949,130,41,7,19,12,903,816,90.4,60,Matches
420,Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,25-005,1997,18.9,1048,43,223,682,199,11,1035,11,15,73.3,11,0,681,3353,1640,73,22,2,16,9,715,637,89.1,24,Matches
421,Jerry St. Juste\90339309,nl NED,DF,Mainz 05,25-115,1996,6.7,378,38,172,187,45,11,362,1,4,25.0,1,0,202,1410,763,15,5,1,2,2,207,197,95.2,2,Matches
422,Anton Stach\0f59a7bf,de GER,MF,Mainz 05,23-088,1998,10.4,672,36,167,393,157,14,654,6,10,60.0,7,0,346,1794,1009,39,17,2,17,11,387,350,90.4,17,Matches
423,Kostas Stafylidis\861e0116,gr GRE,DF,Bochum,28-071,1993,10.2,610,61,219,289,129,2,505,5,8,62.5,6,0,293,1469,570,21,9,0,8,9,303,285,94.1,4,Matches
424,Josip Stanišić\7ed08d5c,hr CRO,DF,Bayern Munich,21-315,2000,4.5,404,14,117,226,96,9,363,3,7,42.9,3,0,256,1467,723,28,10,3,4,3,281,266,94.7,10,Matches
425,Niklas Stark\aad48be9,de GER,DF,Hertha BSC,26-303,1995,18.2,1091,186,718,416,22,9,1049,5,5,100.0,5,0,557,3310,1570,24,4,0,4,4,613,601,98.0,0,Matches
426,Renato Steffen\dd669209,ch SUI,FWMF,Wolfsburg,30-100,1991,9.1,435,20,88,229,150,25,416,3,6,50.0,3,0,273,1427,965,39,15,4,25,7,387,298,77.0,53,Matches
427,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,25-328,1996,2.6,210,12,88,104,32,2,194,1,2,50.0,2,0,132,624,402,6,0,0,2,0,144,139,96.5,1,Matches
428,Angelo Stiller\3b1ed320,de GER,MF,Hoffenheim,20-313,2001,9.9,614,17,152,338,151,19,604,7,14,50.0,9,0,363,1476,706,29,6,4,12,8,496,443,89.3,34,Matches
429,Lars Stindl\7cd6badb,de GER,MFFW,M'Gladbach,33-169,1988,14.3,764,14,101,454,241,49,747,4,9,44.4,4,1,496,1674,838,42,11,5,25,16,718,571,79.5,101,Matches
430,Kevin Stöger\e5649a78,at AUT,MF,Mainz 05,28-168,1993,2.3,246,2,30,122,108,12,224,2,3,66.7,2,0,159,870,537,27,9,1,5,3,188,167,88.8,32,Matches
431,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,31-275,1990,3.6,135,12,47,80,11,3,132,0,0,,0,0,57,291,95,3,1,0,2,4,60,52,86.7,2,Matches
432,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,26-161,1995,14.7,1312,142,588,725,105,16,1268,7,10,70.0,7,0,868,4995,2691,63,18,2,5,7,988,971,98.3,9,Matches
433,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,34-064,1987,2.8,125,0,5,54,69,21,124,2,4,50.0,3,1,79,200,70,5,0,0,14,11,179,98,54.7,31,Matches
434,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,21-109,2000,12.3,899,18,95,420,438,57,813,14,31,45.2,14,3,581,2544,1377,77,32,12,24,24,723,619,85.6,97,Matches
435,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,26-000,1996,20.9,1454,211,867,657,43,20,1412,10,13,76.9,10,0,930,5265,2798,44,7,0,10,13,976,961,98.5,3,Matches
436,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,23-009,1999,7.7,551,83,356,217,19,10,537,3,3,100.0,3,0,369,2258,1229,19,2,0,2,2,391,387,99.0,5,Matches
437,Niklas Tauer\27270af4,de GER,MFDF,Mainz 05,20-359,2001,2.8,131,10,43,68,24,1,123,0,0,,0,0,40,210,142,6,1,1,0,1,51,44,86.3,2,Matches
438,Robert Tesche\037130ca,de GER,MF,Bochum,34-260,1987,3.2,161,11,51,99,21,2,160,0,0,,0,0,92,394,212,10,3,0,0,3,127,114,89.8,0,Matches
439,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,25-028,1997,1.2,49,1,13,20,17,7,47,0,4,0.0,0,0,33,137,84,3,0,0,2,3,38,26,68.4,6,Matches
440,Jan Thielmann\fd53759d,de GER,MFFW,Köln,19-261,2002,8.5,426,18,82,192,186,12,417,8,17,47.1,10,0,270,1406,686,32,13,2,23,19,339,231,68.1,52,Matches
441,Erik Thommy\df8e7b62,de GER,FWDF,Stuttgart,27-175,1994,0.9,40,0,7,18,20,4,40,1,3,33.3,1,0,33,168,62,3,2,0,2,1,41,33,80.5,2,Matches
442,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,24-189,1997,5.2,222,2,10,121,111,39,213,9,21,42.9,9,1,150,752,459,25,5,9,24,15,275,166,60.4,55,Matches
443,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,18-100,2003,3.1,116,3,18,52,56,13,113,2,3,66.7,2,0,79,404,228,15,6,3,9,7,115,79,68.7,19,Matches
444,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,23-195,1998,1.2,67,4,12,28,28,10,66,0,2,0.0,2,0,30,103,63,4,1,2,3,1,58,37,63.8,10,Matches
445,Malik Tillman\a5420709,de GER,FWMF,Bayern Munich,19-259,2002,1.2,65,3,11,36,21,5,64,0,5,0.0,0,0,35,119,67,3,1,0,5,2,54,39,72.2,9,Matches
446,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,23-038,1999,11.0,502,23,114,249,173,19,454,24,43,55.8,25,7,327,1758,856,45,11,5,27,19,361,285,78.9,42,Matches
447,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,27-192,1994,6.4,521,15,89,345,122,16,508,1,3,33.3,1,0,368,1740,859,35,9,1,5,4,425,387,91.1,21,Matches
448,Tiago Tomás\b492126a,pt POR,MF,Stuttgart,19-240,2002,0.1,3,0,0,3,0,0,3,1,1,100.0,1,0,4,35,10,1,0,0,0,0,4,2,50.0,0,Matches
449,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,24-188,1997,5.4,298,56,209,96,10,3,288,3,5,60.0,4,0,158,871,351,7,1,0,2,3,174,171,98.3,0,Matches
450,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,25-289,1996,4.5,235,14,64,104,79,9,194,2,6,33.3,2,0,117,574,339,20,8,0,4,7,133,106,79.7,11,Matches
451,Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,24-288,1997,8.8,433,29,171,243,52,7,427,7,14,50.0,8,0,252,1326,582,18,8,0,6,9,273,236,86.4,14,Matches
452,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,31-218,1990,20.0,868,749,865,4,0,0,667,0,0,,0,0,447,1906,901,0,0,0,0,0,439,436,99.3,0,Matches
453,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,34-352,1987,13.3,873,70,285,392,248,20,678,7,16,43.8,10,0,385,2565,1318,44,22,6,8,5,406,371,91.4,18,Matches
454,Tuta\35d64857,br BRA,DF,Eint Frankfurt,22-222,1999,12.6,810,107,469,352,42,8,778,7,9,77.8,7,0,495,2665,1286,25,10,2,13,3,480,469,97.7,1,Matches
455,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,33-192,1988,1.0,48,36,48,0,0,0,44,0,0,,0,0,37,155,52,0,0,0,0,0,33,33,100.0,0,Matches
456,Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,23-107,1998,14.1,1402,128,621,811,76,16,1385,8,9,88.9,8,1,1060,6171,3150,78,16,2,5,9,1036,1017,98.2,2,Matches
457,Benjamin Uphoff\a9a6fc08,de GER,GK,Freiburg,28-187,1993,2.0,96,80,94,2,0,0,75,0,0,,0,0,50,326,181,0,0,0,0,0,52,51,98.1,0,Matches
458,Mark Uth\a3ddb1b9,de GER,FWMF,Köln,30-171,1991,12.0,547,8,51,240,291,50,491,14,35,40.0,17,3,357,1823,852,53,17,8,34,18,501,348,69.5,76,Matches
459,Ruben Vargas\6ecbddf6,ch SUI,MFFW,Augsburg,23-190,1998,14.9,616,19,102,309,270,52,599,29,60,48.3,30,2,457,2980,1648,74,27,11,40,28,594,418,70.4,72,Matches
460,Sebastian Vasiliadis\d3112d86,gr GRE,MF,Arminia,24-130,1997,5.9,265,16,89,145,43,8,261,4,8,50.0,4,0,113,516,284,12,2,3,3,18,104,92,88.5,7,Matches
461,Mickey van de Ven\8fe2a392,nl NED,DF,Wolfsburg,20-298,2001,0.4,27,4,14,12,2,0,24,0,0,,0,0,13,76,50,1,0,0,0,0,11,11,100.0,0,Matches
462,Nick Viergever\e38f1636,nl NED,DF,Greuther Fürth,32-192,1989,10.7,566,86,339,255,8,3,535,0,0,,0,0,275,1526,738,10,3,0,2,2,293,286,97.6,1,Matches
463,Andreas Voglsammer\daa78200,de GER,FW,Union Berlin,30-033,1992,6.1,231,5,26,101,112,33,227,7,10,70.0,7,0,132,639,320,19,3,6,12,7,294,169,57.5,32,Matches
464,Kevin Vogt\1d8e9add,de GER,DF,Hoffenheim,30-141,1991,18.9,1608,213,875,810,41,1,1546,2,3,66.7,2,0,1087,5998,3488,65,4,0,3,1,1173,1153,98.3,0,Matches
465,Aster Vranckx\f86cd5df,be BEL,MFFW,Wolfsburg,19-130,2002,8.6,418,18,113,211,122,14,399,11,21,52.4,12,0,262,1074,441,16,5,0,18,11,315,254,80.6,18,Matches
466,Luca Waldschmidt\e5a35ae9,de GER,MFFW,Wolfsburg,25-268,1996,7.8,341,3,59,172,121,25,334,8,21,38.1,9,1,229,756,318,13,5,1,17,14,328,250,76.2,44,Matches
467,Paul Wanner\cb64672e,de GER,FWMF,Bayern Munich,16-050,2005,0.4,22,0,6,11,7,0,21,0,0,,0,0,15,53,33,1,0,0,3,2,19,18,94.7,2,Matches
468,Wout Weghorst\c4e87b8b,nl NED,FW,Wolfsburg,29-188,1992,17.3,638,15,65,347,250,92,612,8,13,61.5,9,1,365,1210,503,26,7,5,38,22,837,466,55.7,117,Matches
469,Noah Weißhaupt\dd676a97,de GER,MFFW,Freiburg,20-144,2001,0.5,27,1,6,10,14,3,27,3,4,75.0,3,0,23,96,63,1,0,0,2,3,21,16,76.2,3,Matches
470,Silvan Widmer\f68b64fc,ch SUI,DF,Mainz 05,28-343,1993,20.5,1166,58,360,524,348,31,959,9,20,45.0,12,1,573,2987,1596,66,26,7,13,7,671,593,88.4,27,Matches
471,Jetro Willems\9050ddc4,nl NED,DF,Greuther Fürth,27-318,1994,13.1,763,41,232,389,179,10,627,11,19,57.9,11,1,403,1598,939,30,8,1,12,6,428,382,89.3,11,Matches
472,Patrick Wimmer\cb11b429,at AUT,FWMF,Arminia,20-257,2001,12.5,673,14,123,325,282,54,622,37,77,48.1,42,8,433,2426,1565,63,12,14,31,45,461,347,75.3,57,Matches
473,Jonas Wind\2077ae86,dk DEN,FW,Wolfsburg,23-004,1999,0.7,30,0,2,21,9,1,27,0,0,,0,0,13,57,42,3,2,0,1,2,35,21,60.0,12,Matches
474,Frederik Winther\a1257b5e,dk DEN,DF,Augsburg,21-038,2001,2.0,134,21,75,71,1,0,130,0,0,,0,0,71,576,401,5,0,0,0,0,89,86,96.6,0,Matches
475,Florian Wirtz\e7fcf289,de GER,MFFW,Leverkusen,18-284,2003,16.3,898,7,91,484,401,72,822,33,50,66.0,33,5,632,3861,2467,117,42,15,42,33,819,631,77.0,124,Matches
476,Axel Witsel\5dfc6ad5,be BEL,MFDF,Dortmund,33-030,1989,11.6,837,66,292,528,58,7,814,3,5,60.0,4,0,577,2647,1130,37,9,0,7,8,636,594,93.4,4,Matches
477,Hannes Wolf\be42a291,at AUT,FWMF,M'Gladbach,22-301,1999,3.4,173,3,28,82,71,13,164,4,5,80.0,4,0,101,433,226,15,4,3,11,11,118,89,75.4,22,Matches
478,Marius Wolf\fa661778,de GER,DFFW,Dortmund,26-260,1995,6.4,430,12,98,210,146,21,386,6,10,60.0,6,0,267,1145,752,36,11,2,3,9,350,288,82.3,24,Matches
479,Jeong Woo-yeong\6190474d,kr KOR,FWMF,Freiburg,22-144,1999,13.8,558,9,71,270,260,63,553,14,26,53.8,15,1,370,1681,830,49,19,11,19,14,625,438,70.1,94,Matches
480,Joscha Wosz\80c9e555,de GER,DF,RB Leipzig,19-206,2002,0.1,5,1,2,2,1,0,5,0,0,,0,0,4,16,0,0,0,0,0,1,5,5,100.0,0,Matches
481,Dan-Axel Zagadou\a4effc55,fr FRA,DF,Dortmund,22-253,1999,3.7,378,36,195,184,18,5,365,3,4,75.0,3,0,266,1292,713,17,2,0,1,3,263,260,98.9,1,Matches
482,Denis Zakaria\384d58d9,ch SUI,MFDF,M'Gladbach,25-083,1996,15.5,995,69,342,598,139,13,970,24,31,77.4,24,0,717,3830,2203,70,23,4,15,23,695,658,94.7,21,Matches
483,Deyovaisio Zeefuik\58a2e9f6,nl NED,DFMF,Hertha BSC,23-337,1998,6.3,339,26,142,154,66,4,282,2,8,25.0,2,0,165,987,553,23,11,3,9,5,200,163,81.5,9,Matches
484,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,27-106,1994,21.0,719,621,705,16,0,0,531,0,0,,0,0,350,1829,787,0,0,0,0,0,291,291,100.0,0,Matches
485,Andi Zeqiri\d01231f0,ch SUI,FWMF,Augsburg,22-234,1999,10.1,302,16,44,129,140,39,295,10,26,38.5,11,2,180,582,289,15,4,5,29,19,401,190,47.4,54,Matches
486,Simon Zoller\29f7cfd9,de GER,FW,Bochum,30-230,1991,4.0,120,5,19,49,56,15,115,2,4,50.0,2,0,72,351,171,6,2,0,8,0,133,78,58.6,10,Matches
