,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
403,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-300,1999,21.0,0,14,5,35.7,0.67,0.24,0.00,0.00,13.0,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
404,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-112,1999,10.1,0,16,6,37.5,1.58,0.59,0.00,0.00,25.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
405,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-244,1996,13.3,2,11,3,27.3,0.82,0.22,0.18,0.67,6.3,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
406,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-085,1997,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
407,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-323,2000,11.4,1,11,2,18.2,0.96,0.18,0.09,0.50,15.2,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
408,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-177,1994,2.5,0,1,0,0.0,0.40,0.00,0.00,,33.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
409,Samir Santos\92b4758e,br BRA,DF,Watford,27-068,1994,4.0,0,2,2,100.0,0.50,0.50,0.00,0.00,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
410,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,21-356,2000,11.9,2,19,2,10.5,1.59,0.17,0.11,1.00,15.6,0,0,0,2.2,2.2,0.11,-0.2,-0.2,Matches
411,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-240,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
412,Ismaila Sarr\bfdb33aa,sn SEN,MFFW,Watford,23-351,1998,11.4,5,26,13,50.0,2.27,1.14,0.19,0.38,17.4,0,0,1,3.3,2.5,0.10,+1.7,+2.5,Matches
413,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-019,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
414,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-053,1991,11.8,0,7,0,0.0,0.59,0.00,0.00,,13.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
415,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-050,1992,9.4,2,20,4,20.0,2.12,0.42,0.10,0.50,13.4,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
416,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-098,1986,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
417,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-134,1993,5.8,0,2,1,50.0,0.35,0.17,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
418,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-087,1993,19.4,0,17,3,17.6,0.87,0.15,0.00,0.00,20.1,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
419,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-269,2000,2.5,0,1,0,0.0,0.41,0.00,0.00,,17.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
420,Jamie Shackleton\8d03ca5a,eng ENG,DF,Leeds United,22-126,1999,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
421,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-214,1995,14.1,0,6,1,16.7,0.43,0.07,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
422,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,29-349,1992,12.0,2,19,10,52.6,1.58,0.83,0.11,0.20,26.1,2,0,0,0.6,0.6,0.03,+1.4,+1.4,Matches
423,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-281,1997,4.7,0,1,1,100.0,0.21,0.21,0.00,0.00,9.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
424,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-185,1994,21.9,7,27,14,51.9,1.23,0.64,0.26,0.50,11.7,0,0,0,4.2,4.2,0.16,+2.8,+2.8,Matches
425,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-207,2002,1.6,0,5,2,40.0,3.08,1.23,0.00,0.00,14.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
426,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-142,1984,18.3,3,13,5,38.5,0.71,0.27,0.23,0.60,9.9,0,0,0,0.7,0.7,0.05,+2.3,+2.3,Matches
427,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-037,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
428,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-179,1989,19.8,0,15,4,26.7,0.76,0.20,0.00,0.00,19.3,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Matches
429,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-148,2000,15.0,0,4,1,25.0,0.27,0.07,0.00,0.00,24.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
430,William Smallbone\5e105217,ie IRL,MF,Southampton,21-355,2000,0.8,0,1,0,0.0,1.30,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
431,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-198,2000,14.5,8,27,17,63.0,1.86,1.17,0.30,0.47,16.4,0,0,0,3.6,3.6,0.14,+4.4,+4.4,Matches
432,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-164,1991,3.4,0,1,0,0.0,0.29,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
433,Tomáš Souček\6613c819,cz CZE,MF,West Ham,26-349,1995,21.9,3,34,7,20.6,1.55,0.32,0.09,0.43,12.3,0,0,0,3.1,2.7,0.08,-0.1,+0.3,Matches
434,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,22-349,1999,11.4,0,6,2,33.3,0.53,0.18,0.00,0.00,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
435,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-264,1996,17.7,1,6,1,16.7,0.34,0.06,0.17,1.00,10.9,0,0,0,1.3,1.3,0.21,-0.3,-0.3,Matches
436,Jason Steele\28300a16,eng ENG,GK,Brighton,31-177,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
437,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-141,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
438,Zack Steffen\42130443,us USA,GK,Manchester City,26-315,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
439,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-244,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
440,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-015,1994,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
441,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-065,1994,14.8,7,37,17,45.9,2.49,1.15,0.14,0.29,14.5,0,2,2,8.0,6.4,0.17,-1.0,-1.4,Matches
442,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-307,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
443,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-259,1994,6.6,1,4,3,75.0,0.61,0.46,0.25,0.33,7.8,0,0,0,0.8,0.8,0.22,+0.2,+0.2,Matches
444,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-184,1999,12.3,0,5,0,0.0,0.41,0.00,0.00,,6.1,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
445,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-104,2001,1.4,0,2,0,0.0,1.48,0.00,0.00,,11.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
446,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,23-345,1998,4.1,0,4,1,25.0,0.97,0.24,0.00,0.00,10.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
447,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-317,1999,8.2,0,7,2,28.6,0.86,0.24,0.00,0.00,13.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
448,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-146,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.50,13.4,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
449,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-146,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
450,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-084,1992,19.0,1,15,5,33.3,0.79,0.26,0.07,0.20,8.3,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches
451,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-016,2000,6.9,0,14,1,7.1,2.02,0.14,0.00,0.00,20.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
452,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-146,1993,16.0,0,3,0,0.0,0.19,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
453,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-221,1999,6.5,0,10,4,40.0,1.54,0.61,0.00,0.00,20.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
454,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-058,1992,8.2,0,5,2,40.0,0.61,0.24,0.00,0.00,25.0,3,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
455,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-246,2001,12.6,0,3,0,0.0,0.24,0.00,0.00,,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
456,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-200,2000,1.6,0,1,0,0.0,0.62,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
457,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-280,1997,15.4,5,34,9,26.5,2.21,0.59,0.12,0.44,23.8,0,1,1,3.1,2.3,0.07,+1.9,+1.7,Matches
458,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-251,1997,15.3,1,14,5,35.7,0.92,0.33,0.07,0.20,21.6,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
459,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-098,1998,15.4,0,9,2,22.2,0.59,0.13,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
460,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-319,1989,6.1,1,4,2,50.0,0.66,0.33,0.25,0.50,12.0,0,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches
461,Ivan Toney\e09f279b,eng ENG,FW,Brentford,25-332,1996,21.0,6,48,17,35.4,2.29,0.81,0.08,0.24,15.3,0,2,2,6.1,4.6,0.10,-0.1,-0.6,Matches
462,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,21-347,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.50,14.1,0,0,0,2.5,2.5,0.19,-0.5,-0.5,Matches
463,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-249,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
464,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-210,1991,15.7,3,19,9,47.4,1.21,0.57,0.11,0.22,21.1,3,1,1,2.2,1.5,0.08,+0.8,+0.5,Matches
465,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-017,1996,11.9,1,23,6,26.1,1.94,0.51,0.04,0.17,18.9,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
466,Bertrand Traoré\c47541e0,bf BFA,MFFW,Aston Villa,26-158,1995,1.7,0,4,0,0.0,2.34,0.00,0.00,,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
467,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-133,1994,0.1,0,1,0,0.0,8.18,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
468,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-044,1999,11.1,0,20,8,40.0,1.80,0.72,0.00,0.00,16.9,1,0,0,2.6,2.6,0.13,-2.6,-2.6,Matches
469,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-145,1990,3.0,1,1,1,100.0,0.33,0.33,1.00,1.00,27.3,1,0,0,0.0,0.0,0.04,+1.0,+1.0,Matches
470,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-163,1993,15.3,0,2,0,0.0,0.13,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
471,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-069,1994,19.3,4,53,19,35.8,2.74,0.98,0.06,0.16,18.7,5,1,1,4.3,3.6,0.07,-0.3,-0.6,Matches
472,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-275,1996,6.4,0,4,1,25.0,0.62,0.16,0.00,0.00,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
473,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-089,1997,5.6,0,2,1,50.0,0.35,0.18,0.00,0.00,7.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
474,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,26-325,1995,3.7,0,3,0,0.0,0.81,0.00,0.00,,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
475,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-012,2002,3.4,0,6,2,33.3,1.75,0.58,0.00,0.00,18.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
476,Yan Valery\531a4aa8,fr FRA,DF,Southampton,22-354,1999,1.0,0,1,0,0.0,1.00,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
477,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-292,1993,12.3,0,8,0,0.0,0.65,0.00,0.00,,8.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
478,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-031,1987,14.7,9,36,15,41.7,2.45,1.02,0.25,0.60,12.0,0,0,0,6.2,6.2,0.17,+2.8,+2.8,Matches
479,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-027,1992,16.1,0,4,0,0.0,0.25,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
480,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-192,1992,6.3,0,1,0,0.0,0.16,0.00,0.00,,4.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
481,Nikola Vlašić\aa8e289e,hr CRO,FWMF,West Ham,24-130,1997,4.0,1,4,2,50.0,1.01,0.50,0.25,0.50,15.8,0,0,0,0.8,0.8,0.20,+0.2,+0.2,Matches
482,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,29-286,1992,5.0,1,12,4,33.3,2.41,0.80,0.08,0.25,14.8,0,0,0,2.0,2.0,0.17,-1.0,-1.0,Matches
483,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,32-332,1989,4.2,0,6,0,0.0,1.42,0.00,0.00,,15.9,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
484,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-259,1990,13.5,0,5,1,20.0,0.37,0.07,0.00,0.00,23.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
485,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-304,1997,15.0,1,9,1,11.1,0.60,0.07,0.11,1.00,21.8,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
486,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-077,1997,14.9,0,2,1,50.0,0.13,0.07,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
487,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-105,1989,22.0,0,8,1,12.5,0.36,0.05,0.00,0.00,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
488,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-102,1994,20.7,6,28,13,46.4,1.35,0.63,0.11,0.23,28.0,11,3,3,3.4,1.1,0.04,+2.6,+1.9,Matches
489,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-043,1995,18.0,5,41,17,41.5,2.28,0.94,0.12,0.29,12.9,0,0,0,6.3,6.3,0.15,-1.3,-1.3,Matches
490,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-038,1995,11.0,1,5,1,20.0,0.46,0.09,0.20,1.00,11.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
491,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-188,1992,2.0,0,5,1,20.0,2.50,0.50,0.00,0.00,16.1,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
492,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-077,1990,4.5,3,12,7,58.3,2.68,1.56,0.25,0.43,13.5,0,0,0,1.0,1.0,0.08,+2.0,+2.0,Matches
493,Timo Werner\49fe9070,de GER,FW,Chelsea,25-342,1996,6.4,1,20,6,30.0,3.11,0.93,0.05,0.17,13.2,0,0,0,3.3,3.3,0.17,-2.3,-2.3,Matches
494,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-316,1990,17.8,0,8,1,12.5,0.45,0.06,0.00,0.00,19.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
495,Ben White\35e413f1,eng ENG,DF,Arsenal,24-126,1997,20.0,0,5,0,0.0,0.25,0.00,0.00,,16.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
496,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-161,2000,15.6,0,1,0,0.0,0.06,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
497,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-304,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
498,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-175,1999,13.7,0,14,4,28.6,1.03,0.29,0.00,0.00,17.8,0,0,0,1.5,1.5,0.11,-1.5,-1.5,Matches
499,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,29-349,1992,13.2,6,25,9,36.0,1.90,0.68,0.20,0.56,11.5,0,1,1,4.4,3.6,0.15,+1.6,+1.4,Matches
500,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-009,1996,6.8,0,1,1,100.0,0.15,0.15,0.00,0.00,24.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
501,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-161,1996,5.7,3,10,5,50.0,1.74,0.87,0.30,0.60,14.9,0,0,0,0.8,0.8,0.08,+2.2,+2.2,Matches
502,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-066,1991,15.2,3,31,10,32.3,2.04,0.66,0.10,0.30,11.8,0,0,0,4.4,4.4,0.14,-1.4,-1.4,Matches
503,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-066,1991,3.0,0,8,1,12.5,2.67,0.33,0.00,0.00,10.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
504,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,24-344,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
505,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-137,1992,10.2,0,8,0,0.0,0.79,0.00,0.00,,20.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
506,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-111,1989,1.1,0,5,2,40.0,4.74,1.89,0.00,0.00,19.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
507,Ashley Young\be927d03,eng ENG,FWDF,Aston Villa,36-217,1985,8.3,0,8,1,12.5,0.97,0.12,0.00,0.00,19.3,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
508,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-093,1992,16.5,6,29,9,31.0,1.76,0.55,0.14,0.44,19.5,0,2,3,4.3,2.0,0.07,+1.7,+2.0,Matches
509,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-058,1996,5.6,0,5,1,20.0,0.89,0.18,0.00,0.00,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
510,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,28-329,1993,8.7,3,35,13,37.1,4.01,1.49,0.09,0.23,19.6,1,0,0,2.8,2.8,0.08,+0.2,+0.2,Matches
511,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-107,1994,12.8,1,4,1,25.0,0.31,0.08,0.25,1.00,5.6,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
512,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-056,1998,15.3,4,22,10,45.5,1.44,0.65,0.18,0.40,21.0,8,0,0,1.8,1.8,0.08,+2.2,+2.2,Matches
